isoform,plddt_difference,exon_skipping,alternative_donor_site,alternative_acceptor_site,mutually_exclusive_exon,intron_retention,alternative_first_exon,alternative_last_exon,mutually_exclusive_exon-alternative_first_exon,mutually_exclusive_exon-alternative_last_exon,tm_align
O60609-2,0.8431907859078791,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.550003452
P34897-2,0.7183839406207966,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923218625
Q9Y305-3,4.18851455394541,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.925743598
Q9H4A9-3,2.587010240214383,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.55519839
Q9C035-3,3.9356447323041266,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.606768406
Q9Y5W9-2,1.000837998303652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.637332683
P51654-3,2.6334028135185292,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83866209
Q8NDY3-2,1.273731721502088,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.87815668
P01732-2,1.8198426821405036,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.639850857
Q5VXU1-2,2.782950081833093,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.865535523
Q53GQ0-2,6.589287676609146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.434869368
P37287-3,0.7897609917354345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.615131261
Q9NQ31-2,3.6706791569086477,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32250645
P15927-3,9.522272294641027,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.553653807
Q7L513-4,0.4753522748374195,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427716124
Q9BW91-2,7.894352380952384,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.878380251
O15527-2,1.5317385936660912,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.964271566
P04424-2,1.0798623407890204,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971847392
P41235-3,3.672540752208249,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.774201229
O76083-12,2.511496412662254,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658317638
Q6P9F5-2,3.4567729596154493,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384581334
Q9P121-3,3.8856899470120396,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.836242036
P58658-3,2.9535416084241604,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500679418
Q9UPY8-2,1.5334772429294787,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.734494837
Q9Y6K9-3,1.3180912887828526,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604407372
Q8WYK0-2,4.649588606570745,0.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.593842326
Q9BRF8-2,4.051182787735115,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418184235
P59998-3,5.404079131652708,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.931685653
Q6ZRR5-3,3.15710739127114,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.954853967
O95456-2,4.511741963170991,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.819437944
Q5T5A4-2,1.827949722986446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.403885697
P18621-2,0.35865023823711795,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.711417408
Q71UI9-4,3.8231219362744184,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.856452832
P15309-2,0.6861599771921192,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.929492726
P50991-2,2.027373984421402,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.870605673
Q96SA4-4,0.15364783061770027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.951923704
Q5TKA1-2,0.10110429975259194,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.524497162
P61224-4,3.5643929883649292,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.842184249
Q9NVH1-3,4.892719600018424,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502813046
P24001-5,0.6153495115995327,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.581870643
Q9NS85-2,4.540762195121886,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.8215892
Q9H8W5-2,3.3134777273285607,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612775467
Q9BTC8-2,4.485040011768135,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.6126149
O95361-2,7.398477622890653,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.505961644
Q8NDH6-2,23.07588479375154,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,0.0,0.647360556
P29508-2,3.24497830374753,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.821946815
Q86X76-2,6.195202244711339,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.940579032
A6NNP5-4,6.282833986117097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.433516353
Q8WZ73-3,2.6710951045062785,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.371483944
O00499-3,6.853951536036448,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.646412167
Q9H2R5-5,0.09987591911760774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925108895
Q9H5V9-3,5.744330821205779,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536818037
Q9Y6N9-4,2.5191624520759888,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.537235967
Q9NZH0-2,0.609954180281548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.787513207
Q6UX41-4,1.3906364556961108,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.640344642
P62258-2,0.4604907851553577,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.88166222
P08559-3,1.6545513891864232,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.921407966
Q9Y6N9-2,1.8246935241593434,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.474093853
Q92876-2,2.771579514179777,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.766266489
Q96RU8-2,9.952967428750412,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.730267582
Q9H808-2,6.31291381780791,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.632897826
Q16653-5,0.5746198830410236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.930047559
Q9BWQ8-2,5.597258790436015,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.822533198
Q6UW15-2,4.591244296788531,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.630646085
Q5T4F4-6,1.5539632994743044,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307614959
Q9UBK7-2,0.2460131770473879,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.841506742
P54829-2,1.6716554151653185,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628010992485341
Q9NZ72-2,0.4733921761998232,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.807868179
Q8IZ02-3,1.4809746168580489,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7918296442514787
O15527-3,11.060055143160199,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.866081646
P05155-2,5.021262321428537,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.862622416
P13995-2,3.4832744239631523,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.831655693
Q08623-3,12.377514338731388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.8634030636601027
Q8WWU5-3,6.271612145309874,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.842980653
Q16854-2,8.532380761370007,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.676253836
Q8N5J2-2,7.622389755025708,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.659498616
Q9P289-2,2.668776378488843,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.705735349
Q9NPQ8-3,1.1492123010237236,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95968947
P0C024-2,3.7794819441289746,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.870996797
Q8N983-4,11.357903758958557,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.826283191
O60858-3,0.23805746988668375,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4704854686199919
P15692-2,4.565301122694422,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58267158
P51398-3,3.808644320503646,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.847737812
Q7KYR7-6,5.008414352251279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.579536513
O75888-2,1.9498526495726196,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535147051
O43598-2,11.418445169307262,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.634828937
P20711-3,4.1586141169155155,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.905604401
Q8N423-2,0.06697506484499627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.736916899
Q8N9F7-2,4.695203821656079,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.942260641
Q8NBS9-2,2.348070987654367,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.576062643
Q9NUH8-2,10.861390350877137,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361121566
Q9H7B4-3,0.6509047564775585,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.924307292
O43502-2,0.5163965721041421,0.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,0.363556312
O00258-2,3.337334975369501,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.530881206
Q9UBM1-2,7.238209053743276,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.920424072
Q9Y2G2-4,4.3686325276557625,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.805157298
O60931-2,4.528177316076224,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.945393247
Q5TGI0-2,4.151864445328911,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.307040389
Q8WUJ1-3,3.2155303030304196,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.774311738
P24941-2,0.3612616941223905,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166474732761862
P07585-4,7.9235837597979355,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454114874
Q9UIK4-2,2.3341660389898635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.7205791239764038
P55735-4,0.5998562828476253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.973858726
P61204-2,3.4512561387353884,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.610513282
O43820-3,0.39113951695782134,0.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.692112124
Q9H9Q2-2,1.0311795502799015,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.588326955
P23443-4,4.406124844261427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.798426237
Q8ND76-2,0.8825809235680708,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775890788
Q8N635-2,4.746722675351307,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686355067
Q96AH0-3,13.738253585016139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.631491387
Q14722-3,0.029274942673950477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.870340671
Q9H4F8-2,0.43973881031834594,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.547498614
Q8WV60-3,5.753837065366,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613288652
O75564-2,0.08256776269126931,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.543931049
P49961-2,0.6324603102362829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.974683557
Q5ZPR3-2,0.5992837671265505,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.560043742
P24468-2,3.3056770161775404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.70603775
Q96A58-2,0.29049692908988334,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.877941118
Q969G3-4,2.6755306854066134,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32974861
P30044-4,14.627865046729,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468443282
O75914-2,0.4973855953383719,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.860387103
Q86WA6-2,2.584395866255363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.911453431
Q6ZMI3-2,4.0795318709436685,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.583564726
O60493-3,13.719588659455908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.429036583
Q9NPH0-2,0.5424698244646748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.680174763
Q13907-2,12.17504219147483,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.892403248
Q8IW40-2,0.35293135435999545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.504990144
Q6ZN54-4,13.576592271419443,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.778709856
Q8TBR7-1,9.233480847384357,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682184358
Q9UKA9-4,0.7876205132530174,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.678079334
Q9GZS1-1,8.991165630473503,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.749863456
O95965-2,7.823457065522717,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.65798184
P19883-2,3.6613321656517996,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.95276703
Q8IVI9-4,4.475465532614024,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747982451
Q5HYJ3-3,1.4680912048818442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.635023953
P35372-13,3.243338949843235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.769787974
O14521-2,9.498855345911934,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.745908453
P50990-2,0.7499333889863777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.969260172
Q8N5D6-3,2.079492358746009,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.871530803
A2RRL7-2,7.37210336673796,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.487092804
Q9BR01-2,4.919739436619693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.88765451
P45378-7,1.4299602973978125,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.577388455
Q8N4Q0-2,1.6807993065853992,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.823007089
Q9Y2G5-2,1.603116304747985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.855778649
Q8IYM1-2,4.892701797736692,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.739220024
Q13889-2,1.8581471618269774,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.835743251
Q13303-4,5.7065487738419876,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.907998593
Q96GS6-2,8.619514431239423,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8978007721433023
P22304-3,5.604954428904435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.724804577
Q9H0A6-4,0.37917550252730337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.714581184
Q86TS9-2,4.346216971544706,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.701809503
Q86XE5-3,11.018832139926872,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54697214
Q8N584-2,2.2327331545776445,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.908833261
O95922-4,3.7894128235591324,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.898411928
Q8N413-2,3.86775237127371,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.634888957
Q9BXN2-5,7.5541206381337815,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672438737
Q8WUA7-4,4.0076286266925365,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.706549101
Q9UGN5-2,2.148750925340721,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.885165896
Q8WVC6-2,12.446147186147144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.633940359
O00182-2,4.552889024549771,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.901298393
P15529-2,0.40609380594347044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.806245734
Q5SQI0-4,7.195331721270051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.555026746
P80303-2,0.26511904761905214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.854630476
O00499-9,13.239249186722205,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.670086543
P07108-4,18.319460037423156,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.826781157
Q8NG50-2,3.0311789703739436,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.747190505
Q969E2-2,11.405598253275173,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497107179
P49590-2,1.7962255840517969,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.917659161
P46779-2,15.392349200662764,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.831956619
P35372-11,0.9183454370179334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.842047749
P56856-2,0.09674329501916645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.845174447
Q9NSC5-2,0.5484150946315509,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467812354
Q96DD0-2,0.25565808127504397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9683279138051014
O76083-5,3.0045679220535106,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632680728
Q8WXA2-2,4.637339181286592,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.704639173
Q9P0N9-4,5.019571651628354,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.830124129
P00558-2,0.24649522541332658,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.963980751
P15428-5,12.46291258449152,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.792837454
Q9UK23-2,0.7677747007650169,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782747333
Q9Y603-8,8.817167001080435,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.534479961
O43291-2,3.7692051282051295,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458763095
Q9Y5K5-3,1.2611734561494359,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.976707984
Q11203-7,4.2910093798449225,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.842075132
Q9HBI1-2,6.122698051318878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.805015491
Q16850-2,2.884697704859917,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.895269727
Q9H490-2,2.498193601994103,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.970328397
Q9NZE8-2,1.837003754693356,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.509162275
Q9ULX9-2,3.5480126467931115,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.821413552
Q96Q40-5,1.3497164215094841,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.761235546
O00142-3,3.421473270440245,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.792448145
Q96K12-2,0.38557416267940425,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.902797274
Q5VZM2-2,4.8784550709405465,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879257571
Q99836-6,5.7037740042674585,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738932905
Q96PU9-3,0.24708737494766808,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21673975
Q8TBZ3-7,1.6707691271235063,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81988991
Q14541-2,4.657058437981931,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.559554378
Q9UHH9-2,0.988798460868324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,0.400491846
Q7L5D6-2,1.5669589722984085,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.869624167
P10276-2,0.6971541769682688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.810585311
Q08209-4,9.438244459350884,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337236954
Q9NUQ9-2,0.19155465390481652,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.717443542
Q96PS8-2,2.4800401439646436,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.84435656
Q9NRW4-2,4.52409358430549,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.904831492
Q96CB9-4,1.8718538557214401,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.910068377
Q9NZN9-2,3.755415702160647,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6520144819488811
Q8TCF1-4,4.774180255112128,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.63300146
P48739-2,0.22725200781421506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.997165276
A0PG75-2,0.3722604681645265,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816076551
P54619-3,3.03538297494228,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90309473
P49758-5,0.8247209768543655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.913298624
Q5R372-9,8.459798227675535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,0.0,0.263595796
Q969X5-2,1.1181887843956702,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.723903571
O14966-2,4.865346891598037,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848149779
Q9Y5L3-2,3.362503038863281,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75725879
Q13418-3,1.0816036344409667,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.7428329357997989
Q8N7R7-3,8.72631656562345,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.835872627
Q96NB1-2,8.45224827586209,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.547028131
P00387-3,3.0406495315017565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.942053106
Q9H1A3-2,0.7511079697636518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9868993086576896
P62256-2,7.426395959160175,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782570651
Q9BY67-3,1.53144018214833,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679678434
Q86U70-2,2.6294760097323575,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.663216198
Q8NBI2-2,1.6063408213408508,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.942105868
Q00013-3,3.3233655382127694,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632169366
Q8TAC2-2,1.071393908481454,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673343744
Q5VXD3-4,6.846221472195452,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.738318765
O43402-2,1.727650793650838,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.77093758
Q86XR8-3,6.136559999999946,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.550035483
P41227-2,4.102425531914861,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75231611
Q13868-3,5.618854514073533,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.877884332
Q13137-4,1.9589990458926536,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6544237417017177
Q9BV57-2,12.060408499370325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.868413316
P01241-5,2.62778932021142,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520726384
Q09028-4,0.09118944193063783,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.9141331325176054
Q9Y697-3,4.086979282318751,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.835612753
