isoform,length,plddt,transcript_ID,gene_ID,gene_name
P12318-2,316,77.0922784810127,ENST00000367972.8,ENSG00000143226.15,FCGR2A
Q9H857-4,390,90.01948717948727,na,na,na
Q59EK9-4,364,76.62123626373632,na,na,na
Q9H788-2,409,72.62613691931537,ENST00000518040.5,ENSG00000104611.12,SH2D4A
Q9Y2P8-2,187,84.13748663101605,ENST00000448872.6,ENSG00000120158.12,RCL1
Q8N4A0-2,406,76.31403940886695,na,na,na
Q9Y281-3,149,85.12275167785238,ENST00000673315.1,ENSG00000165410.15,CFL2
P53805-3,171,83.97134502923974,ENST00000399272.5,ENSG00000159200.18,RCAN1
P35249-2,303,74.31013201320134,na,na,na
P07585-2,250,81.53812000000002,ENST00000420120.6,ENSG00000011465.18,DCN
Q8IUN9-2,292,84.72606164383558,ENST00000571664.1,ENSG00000132514.14,CLEC10A
Q96PC3-3,104,92.92903846153848,ENST00000415298.5,ENSG00000152056.17,AP1S3
Q96GC9-2,214,79.28817757009345,na,na,na
Q96KB5-2,333,81.89549549549548,ENST00000522944.5,ENSG00000168078.10,PBK
Q5QP82-2,522,74.1347318007663,na,na,na
P22557-2,550,85.87854545454543,ENST00000335854.8,ENSG00000158578.21,ALAS2
Q15366-7,318,70.13097484276736,ENST00000437231.5,ENSG00000197111.16,PCBP2
P58499-2,274,84.28025547445253,ENST00000398652.7,ENSG00000183844.17,FAM3B
P25800-2,155,89.1305161290322,ENST00000428101.6,ENSG00000166407.14,LMO1
P78346-2,322,76.95686335403732,ENST00000413330.5,ENSG00000148688.14,RPP30
Q02161-5,396,79.79045454545454,ENST00000357542.8,ENSG00000187010.21,RHD
P32856-2,287,83.68146341463412,ENST00000261653.10,ENSG00000111450.14,STX2
Q99720-5,187,91.22005347593586,na,na,na
O00541-2,583,80.49814751286446,ENST00000335214.8,ENSG00000100029.18,PES1
Q6ZP29-3,226,80.10796460176985,ENST00000400548.6,ENSG00000040487.13,SLC66A1
Q969G3-2,363,72.59192837465561,ENST00000264640.9,ENSG00000073584.20,SMARCE1
Q9C0B1-3,60,79.725,na,na,na
Q13505-3,317,85.1353312302839,ENST00000609421.1,ENSG00000173171.15,MTX1
P78410-3,292,91.2681849315069,ENST00000508906.6,ENSG00000186470.14,BTN3A2
Q8NFF5-4,294,83.87224489795929,ENST00000368431.7,ENSG00000160688.19,FLAD1
Q30201-2,260,87.72361538461544,ENST00000349999.8,ENSG00000010704.19,HFE
O95169-2,172,83.993023255814,ENST00000370320.4,ENSG00000166136.16,NDUFB8
O95199-2,527,93.13844402277029,ENST00000544904.3,ENSG00000136161.13,RCBTB2
P13693-2,138,86.00630434782609,ENST00000379056.5,ENSG00000133112.17,TPT1
Q49AR2-2,177,91.7401129943503,na,na,na
Q8NFQ6-2,264,81.56329545454534,na,na,na
Q8N443-2,192,85.72536458333336,ENST00000457095.5,ENSG00000158423.17,RIBC1
Q13137-3,467,78.16663811563173,ENST00000509507.5,ENSG00000136436.15,CALCOCO2
Q96BI3-2,247,95.46578947368418,ENST00000360244.8,ENSG00000117362.13,APH1A
O95866-7,222,75.23058558558559,ENST00000375810.8,ENSG00000204420.10,MPIG6B
Q6PHW0-7,192,86.38984375000003,na,na,na
Q9Y2C4-3,228,95.03131578947368,na,na,na
Q9H2A2-4,437,95.24615560640736,ENST00000367847.2,ENSG00000118514.14,ALDH8A1
Q8WWW0-2,265,80.82226415094337,ENST00000577571.5,ENSG00000266094.8,RASSF5
Q99643-5,116,96.29508620689658,ENST00000392169.6,ENSG00000143252.16,SDHC
Q15645-2,196,81.7783163265306,na,na,na
Q96LA6-4,199,82.72798994974877,na,na,na
Q13303-2,353,93.69277620396596,ENST00000352527.6,ENSG00000069424.16,KCNAB2
O00338-2,307,86.91889250814332,ENST00000326853.9,ENSG00000198203.10,SULT1C2
P13051-2,304,86.49249999999999,ENST00000336865.6,ENSG00000076248.11,UNG
Q4AE62-6,329,77.65562310030393,ENST00000463875.6,ENSG00000121964.15,GTDC1
P25325-2,317,91.86015772870668,ENST00000429360.6,ENSG00000128309.17,MPST
Q15406-3,454,79.0597797356828,na,na,na
Q9UM22-3,163,85.85196319018404,ENST00000425345.1,ENSG00000086289.12,EPDR1
Q6P499-2,324,72.91200617283951,ENST00000003912.7,ENSG00000001461.17,NIPAL3
Q8WVZ1-3,282,81.04762411347517,ENST00000397544.6,ENSG00000163958.14,ZDHHC19
Q96T55-3,294,83.23129251700671,ENST00000437525.3,ENSG00000095981.11,KCNK16
Q9NY35-2,184,79.31771739130433,na,na,na
P12081-4,489,91.94077709611452,ENST00000457527.6,ENSG00000170445.16,HARS1
Q8N6Q1-2,228,84.75057017543857,ENST00000559502.5,ENSG00000166069.14,TMCO5A
Q8WWY3-4,491,75.73232179226069,ENST00000419967.5,ENSG00000105618.14,PRPF31
Q6PIL6-2,216,77.64912037037037,ENST00000447367.6,ENSG00000185774.16,KCNIP4
Q96PU8-5,317,72.55261829652996,ENST00000424802.7,ENSG00000112531.17,QKI
Q96A70-4,374,83.47737967914446,na,na,na
P05026-2,301,88.24860465116274,na,na,na
Q15833-2,590,90.5138305084746,ENST00000414284.6,ENSG00000076944.17,STXBP2
Q8NER5-3,413,85.94525423728821,ENST00000335450.7,ENSG00000123612.16,ACVR1C
Q96B02-3,180,83.81627777777773,ENST00000517608.5,ENSG00000104343.21,UBE2W
P15428-2,178,94.21752808988762,ENST00000296521.11,ENSG00000164120.14,HPGD
Q86SE8-2,136,85.67955882352939,ENST00000381530.9,ENSG00000158806.14,NPM2
Q86SK9-2,256,70.91539062500001,ENST00000273908.4,ENSG00000145284.12,SCD5
Q9H008-2,210,94.10657142857146,ENST00000368839.1,ENSG00000107902.14,LHPP
Q7RTN6-3,394,83.1953553299493,ENST00000640999.1,ENSG00000266173.7,STRADA
Q92597-2,328,78.49201219512196,ENST00000522476.5,ENSG00000104419.17,NDRG1
Q9UNH5-3,383,90.67075718015666,ENST00000370124.8,ENSG00000079335.20,CDC14A
P62316-2,108,92.43842592592594,ENST00000588599.5,ENSG00000125743.11,SNRPD2
P06028-2,58,78.78396551724137,ENST00000513128.5,ENSG00000250361.9,GYPB
P55087-2,301,83.57036544850493,ENST00000581374.5,ENSG00000171885.18,AQP4
O60749-2,402,87.23022388059697,ENST00000514949.1,ENSG00000205302.7,SNX2
Q03060-14,194,70.9144845360825,na,na,na
Q9H2M3-2,299,94.42742474916388,ENST00000521567.1,ENSG00000132840.10,BHMT2
Q6YP21-3,420,95.57142857142868,ENST00000370491.7,ENSG00000137944.18,KYAT3
Q5T124-8,445,75.3197528089888,na,na,na
Q1W4C9-2,54,82.66481481481485,ENST00000511106.5,ENSG00000214510.10,SPINK13
Q99643-3,135,90.0218518518519,ENST00000432287.6,ENSG00000143252.16,SDHC
Q93038-7,126,72.46992063492064,ENST00000502730.5,ENSG00000215788.11,TNFRSF25
Q00005-4,501,83.642994011976,ENST00000394413.7,ENSG00000156475.19,PPP2R2B
Q8N9B4-2,198,88.17232323232321,ENST00000393389.7,ENSG00000137494.14,ANKRD42
Q9Y2H1-2,371,80.1249865229111,na,na,na
O00124-3,233,75.56107296137338,ENST00000615729.4,ENSG00000104691.16,UBXN8
Q8N7S2-2,104,80.69201923076926,ENST00000406962.1,ENSG00000163793.13,DNAJC5G
O14717-4,63,95.0420634920635,ENST00000495022.5,ENSG00000107614.22,TRDMT1
Q9NR81-4,324,79.25348765432102,na,na,na
P00973-4,360,89.22366666666667,ENST00000551241.6,ENSG00000089127.15,OAS1
Q30201-6,168,87.71863095238095,ENST00000353147.9,ENSG00000010704.19,HFE
P10966-3,213,72.41159624413145,ENST00000349455.7,ENSG00000172116.23,CD8B
P29218-2,198,78.08116161616165,ENST00000311489.8,ENSG00000133731.10,IMPA1
Q8WWV3-3,225,81.30137777777773,na,na,na
Q7Z5Y7-3,274,80.58313868613136,ENST00000536244.5,ENSG00000112078.14,KCTD20
Q8IZR5-2,208,78.83802884615383,ENST00000394106.7,ENSG00000183723.13,CMTM4
Q9BSH3-2,171,84.31070175438597,na,na,na
Q9Y305-2,406,88.72975369458129,na,na,na
Q9H4I8-3,134,85.53514925373132,ENST00000407614.8,ENSG00000183569.18,SERHL2
Q8N6U8-2,407,75.98997542997546,na,na,na
Q99542-3,222,78.49139639639641,na,na,na
Q9NQ25-5,296,80.94125,ENST00000359331.8,ENSG00000026751.17,SLAMF7
Q9H228-2,310,76.30338709677424,na,na,na
P43251-2,545,86.00049541284402,na,na,na
P58335-3,322,78.56472049689437,na,na,na
P22307-8,523,89.27202676864246,ENST00000407246.6,ENSG00000116171.19,SCP2
Q15907-2,179,89.63569832402229,ENST00000594216.1,ENSG00000185236.12,RAB11B
Q92737-2,115,81.8995652173913,ENST00000401450.3,ENSG00000100276.10,RASL10A
Q9H2R5-3,161,84.3616149068323,na,na,na
P15509-3,333,86.02057057057057,na,na,na
Q92564-3,336,74.29886904761904,ENST00000451288.6,ENSG00000109184.15,DCUN1D4
P63241-2,184,82.7832065217391,ENST00000336452.11,ENSG00000132507.18,EIF5A
P31994-4,309,78.5984466019418,na,na,na
B2RUY7-2,138,75.1436956521739,na,na,na
O15151-3,127,82.52456692913391,na,na,na
Q2TBF2-2,585,76.42225641025634,ENST00000549903.1,ENSG00000075035.10,WSCD2
O15488-3,461,70.4520607375271,na,na,na
P18510-3,180,85.5777222222222,na,na,na
P48788-2,182,80.2791208791209,ENST00000381905.3,ENSG00000130598.17,TNNI2
Q15831-2,404,82.79287128712873,ENST00000652231.1,ENSG00000118046.17,STK11
Q96EX2-3,330,76.31812121212121,na,na,na
Q14168-2,552,83.09021739130435,na,na,na
Q9NWW6-2,175,86.41588571428574,ENST00000376808.8,ENSG00000106733.21,NMRK1
Q96P71-2,362,74.34411602209948,ENST00000375238.8,ENSG00000125967.17,NECAB3
Q9BUK6-5,391,89.96332480818414,na,na,na
P11908-2,321,94.83404984423676,ENST00000398491.6,ENSG00000101911.13,PRPS2
Q9NQH7-3,278,85.30402877697846,na,na,na
Q9GZU3-4,293,74.78358361774747,na,na,na
O75829-2,333,70.15441441441436,ENST00000448904.6,ENSG00000136110.13,CNMD
Q9GZM8-3,328,78.68307926829269,ENST00000402554.7,ENSG00000166579.16,NDEL1
Q9H237-5,379,91.8792084432718,na,na,na
Q11203-24,201,78.95398009950246,ENST00000372367.5,ENSG00000126091.21,ST3GAL3
Q6UY09-4,491,73.16158859470465,ENST00000620096.4,ENSG00000273777.6,CEACAM20
Q9NPI5-3,235,86.12365957446808,ENST00000616156.4,ENSG00000077009.14,NMRK2
Q8NA23-2,366,85.84784153005465,ENST00000341761.8,ENSG00000148225.16,WDR31
Q13568-5,412,78.4179368932039,ENST00000477535.5,ENSG00000128604.20,IRF5
P09543-2,401,90.59162094763086,ENST00000393888.1,ENSG00000173786.17,CNP
Q9H3Z4-2,167,74.69077844311377,ENST00000470551.1,ENSG00000101152.11,DNAJC5
Q9NZC7-4,36,70.24694444444444,ENST00000569818.1,ENSG00000186153.18,WWOX
Q53GS9-2,462,86.84590909090915,ENST00000450066.6,ENSG00000168883.20,USP39
Q96EN9-3,179,86.29094972067043,ENST00000450195.6,ENSG00000006015.18,REX1BD
O00330-3,486,75.19310699588482,na,na,na
Q7Z3K6-5,119,70.73537815126052,ENST00000452157.5,ENSG00000155545.20,MIER3
Q96E52-2,486,71.20761316872427,na,na,na
P11279-2,364,83.98010989010986,na,na,na
Q13239-4,249,70.80763052208837,ENST00000517648.5,ENSG00000155926.14,SLA
P29466-3,311,82.85215434083604,ENST00000526568.5,ENSG00000137752.24,CASP1
Q9NS61-4,225,75.00737777777776,ENST00000348850.9,ENSG00000120049.20,KCNIP2
B9EJG8-2,180,85.63527777777779,na,na,na
P11230-2,429,77.69379953379949,ENST00000536404.6,ENSG00000170175.11,CHRNB1
P04070-2,516,74.57282945736439,na,na,na
Q9HC38-2,298,95.89057046979862,ENST00000301329.11,ENSG00000167699.14,GLOD4
Q9NNX6-10,380,71.53484210526311,ENST00000601951.5,ENSG00000090659.18,CD209
Q2KHT4-6,339,72.5591445427729,ENST00000432710.6,ENSG00000111305.19,GSG1
O75530-3,400,85.03757500000003,ENST00000327320.8,ENSG00000074266.22,EED
Q5QGZ9-1,275,81.7829454545455,ENST00000355690.8,ENSG00000172322.14,CLEC12A
Q9NYJ1-2,96,84.89062499999994,ENST00000541455.1,ENSG00000181924.7,COA4
O94788-4,422,97.92533175355447,ENST00000559517.5,ENSG00000128918.15,ALDH1A2
P20839-4,509,92.65485265225942,ENST00000480861.5,ENSG00000106348.18,IMPDH1
O95394-3,566,92.80722614840994,ENST00000512866.5,ENSG00000013375.16,PGM3
P50452-2,242,91.30892561983464,ENST00000397988.7,ENSG00000166401.15,SERPINB8
Q9BRX5-3,255,82.62109803921571,ENST00000426538.6,ENSG00000181938.14,GINS3
Q96M98-2,257,84.71949416342413,ENST00000366888.7,ENSG00000112530.12,PACRG
Q9NV06-2,96,92.1888541666667,na,na,na
Q658P3-3,487,89.2179876796715,na,na,na
Q86VH5-2,513,79.31085769980517,na,na,na
Q9Y4P1-6,380,86.91089473684214,ENST00000405546.7,ENSG00000168397.17,ATG4B
Q92599-2,429,82.44135198135204,ENST00000296873.11,ENSG00000164402.14,SEPTIN8
P22694-5,354,94.34788135593224,na,na,na
O95639-3,243,80.3240329218108,na,na,na
Q9HAC7-4,397,85.01216624685136,na,na,na
A6NNP5-2,115,86.64217391304346,na,na,na
Q9P272-3,60,83.7585,ENST00000528753.2,ENSG00000250305.9,TRMT9B
Q6ZMY6-2,426,79.79119718309856,ENST00000361680.6,ENSG00000166359.11,WDR88
O75586-2,253,74.47743083003957,ENST00000430055.6,ENSG00000133997.12,MED6
Q06323-2,250,81.54867999999995,ENST00000382708.7,ENSG00000092010.15,PSME1
Q5T5S1-2,464,83.85508620689652,na,na,na
P68402-3,132,95.52742424242425,ENST00000419197.6,ENSG00000168092.14,PAFAH1B2
Q9Y2U2-2,252,79.70305555555552,ENST00000394217.6,ENSG00000173338.13,KCNK7
O60678-2,469,85.0596801705757,ENST00000437750.2,ENSG00000185238.13,PRMT3
Q9Y6M4-2,455,75.25052747252744,na,na,na
Q9UKA8-2,231,74.26523809523808,ENST00000425530.3,ENSG00000117602.13,RCAN3
Q9NUL3-5,105,82.94914285714286,ENST00000524104.5,ENSG00000040341.18,STAU2
Q8WU08-3,358,87.35136871508382,na,na,na
Q96GD4-2,312,71.45772435897436,ENST00000578549.5,ENSG00000178999.13,AURKB
Q96AJ1-2,247,74.57008097165986,ENST00000572600.5,ENSG00000103351.13,CLUAP1
P51857-2,290,97.68951724137932,ENST00000432161.5,ENSG00000122787.15,AKR1D1
Q9C037-3,294,86.98091836734696,ENST00000354241.5,ENSG00000146833.16,TRIM4
Q96IY4-2,360,80.33961111111114,na,na,na
Q8IX04-6,449,84.06861915367479,ENST00000379387.8,ENSG00000151116.17,UEVLD
P51159-2,213,84.10004694835688,na,na,na
P0DMM9-2,197,85.35913705583758,na,na,na
Q15131-7,289,83.11892733564015,na,na,na
O14874-3,365,81.7390136986301,ENST00000394950.7,ENSG00000103507.14,BCKDK
Q96AG3-2,272,87.1548161764706,ENST00000504098.1,ENSG00000164209.17,SLC25A46
Q96NG5-2,331,75.88513595166167,na,na,na
P13688-9,399,85.00942355889723,ENST00000599389.1,ENSG00000079385.23,CEACAM1
O14520-2,165,92.44909090909094,ENST00000447660.3,ENSG00000165269.13,AQP7
Q92496-3,331,91.09767371601215,ENST00000251424.8,ENSG00000134365.14,CFHR4
O15539-3,185,81.15864864864866,ENST00000530507.5,ENSG00000143248.13,RGS5
Q96E29-2,327,87.19134556574927,na,na,na
Q9H4I8-2,250,84.92239999999998,ENST00000335879.5,ENSG00000183569.18,SERHL2
O75900-2,431,70.14445475638044,na,na,na
Q8WZA0-2,211,76.67383886255924,na,na,na
Q96JA3-3,440,70.02413636363634,ENST00000258679.11,ENSG00000106086.20,PLEKHA8
Q6IC98-2,101,84.16534653465345,ENST00000408031.1,ENSG00000075240.17,GRAMD4
Q96DZ1-2,429,76.36895104895102,ENST00000378239.5,ENSG00000068912.15,ERLEC1
P25942-2,203,82.95325123152706,ENST00000372276.7,ENSG00000101017.14,CD40
P10809-2,158,86.69734177215187,na,na,na
O00481-4,461,88.55735357917563,ENST00000414912.2,ENSG00000026950.17,BTN3A1
Q3KPI0-2,292,85.10794520547945,ENST00000187608.13,ENSG00000007129.18,CEACAM21
Q9NVK5-2,215,85.61772093023257,ENST00000327214.5,ENSG00000111790.14,FGFR1OP2
Q08477-2,520,91.8390384615384,ENST00000591058.5,ENSG00000186529.16,CYP4F3
Q93062-5,152,74.17782894736835,na,na,na
P62195-2,398,82.17276381909544,ENST00000580864.5,ENSG00000087191.13,PSMC5
Q9NP99-2,150,85.05646666666668,ENST00000334475.10,ENSG00000124731.13,TREM1
Q8NBZ7-2,425,88.67583529411766,ENST00000283148.12,ENSG00000115652.15,UXS1
P35504-2,445,91.25676404494376,na,na,na
Q99471-2,66,86.94954545454544,ENST00000243040.10,ENSG00000123349.15,PFDN5
O15123-2,444,83.41153153153148,ENST00000338312.10,ENSG00000091879.14,ANGPT2
Q96B86-3,434,78.93605990783412,ENST00000543599.5,ENSG00000182175.15,RGMA
Q14994-3,314,83.14082802547762,ENST00000367985.7,ENSG00000143257.12,NR1I3
Q8TAA9-2,522,75.21955938697322,ENST00000369510.8,ENSG00000173218.15,VANGL1
Q6PIY5-2,307,91.97827361563512,na,na,na
O00182-4,246,80.96711382113823,ENST00000313648.10,ENSG00000168961.17,LGALS9
Q6ISS4-2,135,87.48614814814815,ENST00000351841.2,ENSG00000167618.10,LAIR2
P48728-3,359,88.94119777158772,ENST00000458307.6,ENSG00000145020.16,AMT
P15692-10,137,88.36481751824817,ENST00000457104.6,ENSG00000112715.26,VEGFA
Q8NBI6-2,190,94.26747368421051,ENST00000437101.5,ENSG00000173950.16,XXYLT1
P43630-2,438,76.75155251141558,ENST00000270442.5,ENSG00000240403.5,KIR3DL2
Q96GC5-3,194,78.6033505154639,na,na,na
P22694-7,355,94.20963380281684,na,na,na
Q8NBT0-2,359,88.18339832869081,ENST00000394970.6,ENSG00000164087.8,POC1A
Q9UGM5-2,345,76.95385507246372,ENST00000382136.3,ENSG00000090512.12,FETUB
Q7L4P6-2,252,82.89305555555552,na,na,na
Q96RS6-2,554,86.71714801444043,ENST00000427660.6,ENSG00000120526.12,NUDCD1
Q9H665-2,167,78.34796407185625,ENST00000592889.1,ENSG00000126246.10,IGFLR1
Q96CS7-5,178,79.94702247191013,ENST00000438882.6,ENSG00000115762.17,PLEKHB2
P26641-2,487,80.7552156057495,na,na,na
Q15776-2,158,74.60468354430375,ENST00000606198.5,ENSG00000198315.11,ZKSCAN8
P42081-5,217,73.54018433179724,ENST00000493101.5,ENSG00000114013.16,CD86
P10909-6,429,78.23256410256408,na,na,na
Q9Y2G2-7,427,82.59526932084309,na,na,na
Q00059-2,214,85.25878504672896,ENST00000373895.7,ENSG00000108064.11,TFAM
O43674-2,137,79.91014598540147,ENST00000493866.5,ENSG00000136521.13,NDUFB5
Q8IYS5-3,267,85.73149812734079,na,na,na
O15519-3,366,72.66478142076501,ENST00000479953.6,ENSG00000003402.21,CFLAR
Q5H913-2,256,76.19527343749995,ENST00000450049.7,ENSG00000174225.15,ARL13A
Q99615-2,438,90.94842465753426,ENST00000590774.6,ENSG00000168259.17,DNAJC7
P23919-2,188,92.22957446808516,na,na,na
Q01344-2,335,90.61874626865674,ENST00000383846.5,ENSG00000091181.20,IL5RA
O95388-5,195,80.41256410256412,na,na,na
Q9GZZ1-2,81,81.93827160493825,na,na,na
Q7Z5G4-3,134,90.02843283582092,na,na,na
Q9NY26-2,222,83.59819819819818,na,na,na
P22891-2,422,82.38736966824641,ENST00000342783.5,ENSG00000126231.15,PROZ
Q9NPH3-5,687,76.97213973799131,ENST00000317757.7,ENSG00000196083.10,IL1RAP
Q9ULI2-2,307,86.87182410423452,ENST00000619374.4,ENSG00000166532.16,RIMKLB
Q9UK53-4,235,73.53034042553189,ENST00000338450.7,ENSG00000153487.13,ING1
O00748-2,543,88.70399631675868,ENST00000417689.6,ENSG00000172831.14,CES2
O43865-2,483,90.61306418219472,ENST00000393614.8,ENSG00000168710.18,AHCYL1
Q96L92-2,435,85.8983908045977,na,na,na
P85298-2,294,86.55721088435371,na,na,na
P18621-3,228,78.75118421052638,na,na,na
Q9UKB1-2,508,90.04958661417317,ENST00000393802.6,ENSG00000072803.18,FBXW11
Q9Y2C5-3,267,77.82823970037452,na,na,na
P22304-2,343,92.37860058309036,ENST00000370441.8,ENSG00000010404.18,IDS
P18577-14,242,77.21847107438015,na,na,na
Q9HD23-2,408,73.78825980392152,ENST00000378353.5,ENSG00000124532.15,MRS2
P10415-2,205,76.43736585365853,ENST00000589955.2,ENSG00000171791.14,BCL2
P27361-2,335,85.62143283582097,ENST00000322266.9,ENSG00000102882.12,MAPK3
Q7L266-2,180,92.66888888888886,na,na,na
P47804-2,295,88.6489830508474,ENST00000359452.9,ENSG00000148604.15,RGR
Q14994-4,280,77.28685714285714,ENST00000504010.5,ENSG00000143257.12,NR1I3
Q9H4Y5-3,215,97.56534883720936,ENST00000369707.2,ENSG00000065621.15,GSTO2
P29466-4,263,87.95346007604562,ENST00000534497.5,ENSG00000137752.24,CASP1
P57087-2,262,73.71904580152668,ENST00000312957.9,ENSG00000154721.15,JAM2
Q96FM1-3,299,89.02401337792635,ENST00000429199.6,ENSG00000161395.14,PGAP3
Q15084-2,492,82.05128048780487,ENST00000404371.6,ENSG00000143870.13,PDIA6
Q9BWS9-3,362,91.46453038674034,ENST00000429789.6,ENSG00000177830.18,CHID1
Q99538-2,376,92.19750000000008,ENST00000557434.5,ENSG00000100600.15,LGMN
Q14181-2,361,93.52108033241004,na,na,na
Q9UJ41-4,505,76.56001980198025,na,na,na
P13688-10,468,87.5043162393163,na,na,na
Q9UET6-2,327,83.40666666666668,ENST00000019019.6,ENSG00000068438.15,FTSJ1
Q8TBF2-4,162,80.73277777777781,na,na,na
P01116-2,188,92.48484042553191,ENST00000311936.8,ENSG00000133703.14,KRAS
Q9H3M7-2,336,73.60458333333337,ENST00000425134.2,ENSG00000265972.6,TXNIP
P56704-2,385,84.7263376623377,na,na,na
Q9NZI7-4,504,77.6075595238095,ENST00000447368.6,ENSG00000153560.12,UBP1
Q9NWM0-6,585,84.12916239316236,ENST00000621355.4,ENSG00000088826.18,SMOX
P10909-5,460,76.95706521739127,na,na,na
Q9NZL9-5,83,85.77156626506023,na,na,na
Q8TCC3-2,191,77.17513089005232,na,na,na
Q6UWP2-2,181,96.86723756906082,ENST00000611337.4,ENSG00000278535.5,DHRS11
Q6P499-3,226,74.96597345132746,ENST00000358028.8,ENSG00000001461.17,NIPAL3
P46779-4,69,95.55304347826088,ENST00000428193.6,ENSG00000108107.15,RPL28
Q9BV29-2,194,70.37958762886599,ENST00000558750.5,ENSG00000128891.16,CCDC32
Q9NVS9-4,218,81.43816513761466,ENST00000225573.5,ENSG00000108439.11,PNPO
Q8N8R3-3,237,76.2692405063292,ENST00000554912.1,ENSG00000197119.13,SLC25A29
Q9H295-2,283,82.37296819787991,ENST00000622554.1,ENSG00000164935.6,DCSTAMP
Q9UN36-6,367,83.24019073569484,ENST00000403829.7,ENSG00000165795.25,NDRG2
Q8IYR6-2,341,71.49266862170091,na,na,na
Q9BX59-3,367,78.06806539509536,na,na,na
O95168-2,120,94.08000000000004,ENST00000485064.1,ENSG00000065518.8,NDUFB4
P04278-4,287,80.8606968641115,ENST00000441599.6,ENSG00000129214.15,SHBG
Q9Y6P5-2,551,88.41107078039924,ENST00000436639.7,ENSG00000080546.14,SESN1
Q9H3H1-3,324,86.56506172839508,na,na,na
P07948-2,491,86.2701221995927,ENST00000520220.6,ENSG00000254087.8,LYN
P00367-2,391,97.3668286445014,ENST00000683269.1,ENSG00000148672.10,GLUD1
P53778-2,357,83.59067226890753,ENST00000622558.4,ENSG00000188130.14,MAPK12
Q14376-2,274,96.8256204379562,na,na,na
Q86WT6-2,341,94.71715542521991,ENST00000338264.8,ENSG00000185880.13,TRIM69
Q9Y2C4-4,318,85.55125786163524,ENST00000422077.6,ENSG00000157036.13,EXOG
Q8WXH4-3,302,84.6410264900662,ENST00000344384.8,ENSG00000165192.14,ASB11
Q86X76-5,243,82.1262551440329,ENST00000368008.5,ENSG00000158793.14,NIT1
Q8N2G8-2,474,75.51316455696202,ENST00000414034.7,ENSG00000167925.16,GHDC
P09919-3,171,83.05654970760234,ENST00000394148.7,ENSG00000108342.13,CSF3
Q9H1J5-2,355,82.77369014084508,ENST00000361560.6,ENSG00000061492.12,WNT8A
Q5TAA0-2,372,84.02610215053767,ENST00000371274.8,ENSG00000006555.11,TTC22
Q99807-2,179,95.99905027932958,ENST00000544894.6,ENSG00000167186.11,COQ7
P13716-2,359,84.19682451253482,na,na,na
P35232-2,155,87.62090322580644,na,na,na
Q8NFJ9-2,630,85.24012698412699,na,na,na
P11234-3,227,81.11017621145375,na,na,na
Q8WZ79-2,153,93.84196078431374,ENST00000370662.3,ENSG00000137976.8,DNASE2B
O60637-2,228,73.7917105263157,ENST00000346495.6,ENSG00000140391.15,TSPAN3
Q8N6S4-2,506,71.56045454545456,ENST00000262346.6,ENSG00000118454.13,ANKRD13C
O00499-4,475,74.35667368421056,ENST00000393041.7,ENSG00000136717.15,BIN1
Q15404-2,224,94.1646428571428,ENST00000602389.1,ENSG00000148484.18,RSU1
Q9UPM6-2,348,70.18666666666668,ENST00000373754.6,ENSG00000106852.16,LHX6
P62495-2,404,85.50883663366342,ENST00000499810.6,ENSG00000120705.13,ETF1
O95954-3,495,85.72925252525258,na,na,na
Q16877-3,435,94.69662068965523,na,na,na
Q9HC07-2,261,84.30923371647508,na,na,na
Q9Y286-2,374,74.40933155080214,ENST00000305628.7,ENSG00000168995.13,SIGLEC7
P36980-2,243,89.7021810699589,na,na,na
Q9ULP0-3,371,81.5887601078167,ENST00000394279.6,ENSG00000103034.15,NDRG4
Q9BRF8-3,122,81.81442622950814,ENST00000261660.4,ENSG00000103381.12,CPPED1
Q8TAM2-4,515,87.09535922330107,ENST00000380656.7,ENSG00000165533.19,TTC8
Q96L94-2,120,78.73658333333334,ENST00000558466.5,ENSG00000157734.14,SNX22
Q32NB8-3,330,79.72075757575755,na,na,na
O95970-2,291,87.46453608247417,ENST00000371413.4,ENSG00000108231.14,LGI1
P21754-3,373,78.53667560321718,ENST00000336517.8,ENSG00000188372.15,ZP3
P51606-2,254,88.96204724409452,na,na,na
Q96GJ1-3,459,81.64612200435735,ENST00000372939.5,ENSG00000188917.15,TRMT2B
Q9Y3C4-2,142,86.41690140845076,na,na,na
Q9NZI2-4,225,78.8689777777778,ENST00000377360.8,ENSG00000182132.14,KCNIP1
Q16653-6,213,91.45511737089208,ENST00000396701.6,ENSG00000204655.12,MOG
P28161-2,191,98.25183246073296,ENST00000442650.5,ENSG00000213366.13,GSTM2
P12034-2,123,71.34650406504065,ENST00000456523.3,ENSG00000138675.17,FGF5
Q96S94-2,227,70.35083700440524,ENST00000488340.5,ENSG00000221978.13,CCNL2
Q13087-2,522,86.83377394636018,ENST00000404312.5,ENSG00000185615.16,PDIA2
Q5VVX9-2,226,82.45986725663722,ENST00000371076.7,ENSG00000177414.14,UBE2U
Q8TC12-2,305,90.14173770491804,ENST00000553384.5,ENSG00000072042.13,RDH11
Q8N6D5-3,268,89.08750000000005,ENST00000322980.13,ENSG00000154065.17,ANKRD29
P08631-2,505,85.3401386138613,ENST00000520553.5,ENSG00000101336.18,HCK
Q9BXD5-5,109,79.14926605504584,na,na,na
A4QPH2-4,501,85.0160479041916,na,na,na
P35240-9,165,84.54000000000003,ENST00000413209.6,ENSG00000186575.19,NF2
