reference,length,plddt,transcript_ID,gene_ID,gene_name
Q9BUH6,204,82.64034313725493,ENST00000371620.4,ENSG00000148362.11,PAXX
P0C7X2,276,59.32692028985506,ENST00000223459.11,ENSG00000229809.9,ZNF688
P20339,215,85.051488372093,ENST00000273047.9,ENSG00000144566.11,RAB5A
Q99447,389,85.85020565552708,ENST00000538936.7,ENSG00000185813.11,PCYT2
P19971,482,92.66697095435693,ENST00000252029.8,ENSG00000025708.14,TYMP
Q6UXV1,221,87.02452488687784,ENST00000293405.8,ENSG00000161652.13,IZUMO2
Q8N5G0,67,90.31985074626868,ENST00000506197.3,ENSG00000250317.9,SMIM20
Q96LD1,299,80.8164882943144,na,na,na
Q92879,486,66.51697530864197,ENST00000358597.7,ENSG00000149187.19,CELF1
O95861,308,96.50909090909092,ENST00000322067.12,ENSG00000162813.18,BPNT1
P55735,322,90.2477639751553,ENST00000350697.8,ENSG00000157020.18,SEC13
Q9H2U2,334,86.7927844311377,ENST00000341695.10,ENSG00000138777.20,PPA2
O43865,530,84.9874905660377,ENST00000369799.10,ENSG00000168710.18,AHCYL1
Q9H9Q2,264,85.06799242424235,ENST00000350033.8,ENSG00000144524.18,COPS7B
Q92563,424,67.61360849056607,ENST00000373109.7,ENSG00000107742.14,SPOCK2
P02724,150,59.203400000000016,na,na,na
Q9Y2Q3,226,95.20464601769922,ENST00000358406.10,ENSG00000197448.14,GSTK1
Q9H3S4,243,97.92617283950617,ENST00000360057.7,ENSG00000196511.15,TPK1
Q9Y448,316,67.60329113924053,ENST00000249776.13,ENSG00000128944.14,KNSTRN
Q6UXU4,331,71.39003021148038,ENST00000447459.7,ENSG00000169181.13,GSG1L
O75030,526,60.19939163498095,ENST00000352241.9,ENSG00000187098.18,MITF
O00748,559,91.31039355992849,ENST00000317091.10,ENSG00000172831.14,CES2
P56378,58,85.6394827586207,ENST00000286953.8,ENSG00000156411.10,ATP5MJ
P16949,149,87.7318791946309,ENST00000455785.7,ENSG00000117632.23,STMN1
Q04743,252,66.22210317460318,ENST00000553456.5,ENSG00000170370.12,EMX2
Q9HB65,397,61.9415365239294,ENST00000319359.8,ENSG00000128886.12,ELL3
Q13794,54,81.8957407407407,ENST00000316660.7,ENSG00000141682.12,PMAIP1
Q569K4,471,60.73830148619959,na,na,na
Q9NVA4,438,72.03584474885845,ENST00000296582.8,ENSG00000164168.8,TMEM184C
Q8N0U4,392,78.77607142857143,ENST00000413034.3,ENSG00000222011.9,FAM185A
Q5T215,181,87.79580110497237,ENST00000368602.4,ENSG00000173626.10,TRAPPC3L
Q9BWV3,514,79.6039688715953,ENST00000251108.10,ENSG00000102543.14,CDADC1
Q5JTJ3,125,77.72360000000003,ENST00000366613.1,ENSG00000168275.16,COA6
Q6YP21,454,91.61167400881068,ENST00000260508.9,ENSG00000137944.18,KYAT3
Q9H2G9,400,71.72659999999996,ENST00000367808.8,ENSG00000117475.14,BLZF1
Q15369,112,88.76241071428572,ENST00000520242.6,ENSG00000154582.18,ELOC
Q9UBM1,199,93.98452261306528,ENST00000395783.5,ENSG00000133027.18,PEMT
Q96QD5,511,73.62459882583178,ENST00000241051.8,ENSG00000121690.11,DEPDC7
Q6YI46,380,66.22968421052632,ENST00000458549.7,ENSG00000180694.14,TMEM64
Q8WUZ0,217,62.282258064516135,ENST00000215115.5,ENSG00000099385.12,BCL7C
Q8IUX8,553,67.05938517179017,ENST00000361306.6,ENSG00000198759.12,EGFL6
P45983,427,82.31100702576106,ENST00000374189.6,ENSG00000107643.17,MAPK8
Q8N684,471,65.60450106157117,ENST00000394888.8,ENSG00000149532.16,CPSF7
Q8N205,404,57.1097277227723,ENST00000324444.9,ENSG00000181392.17,SYNE4
O43688,288,86.24003472222229,ENST00000434325.7,ENSG00000141934.10,PLPP2
Q9BT17,334,87.27919161676648,ENST00000317502.11,ENSG00000148824.19,MTG1
O43189,567,70.91322751322762,ENST00000374516.8,ENSG00000112511.18,PHF1
P29972,269,90.81390334572484,ENST00000311813.11,ENSG00000240583.14,AQP1
Q99706,377,70.24485411140583,na,na,na
Q99612,283,60.729257950530055,ENST00000497571.6,ENSG00000067082.15,KLF6
Q9NWU5,206,85.71368932038835,ENST00000523037.6,ENSG00000082515.18,MRPL22
Q96MX0,182,78.27923076923078,ENST00000567572.6,ENSG00000140931.20,CMTM3
Q9NX40,245,64.42877551020409,ENST00000264312.12,ENSG00000109180.15,OCIAD1
P49281,568,80.84790492957738,ENST00000644495.1,ENSG00000110911.17,SLC11A2
Q9Y4P1,393,86.16842239185753,ENST00000404914.8,ENSG00000168397.17,ATG4B
Q96NZ9,151,61.93735099337748,ENST00000433452.6,ENSG00000165828.15,PRAP1
P20963,164,61.57164634146343,ENST00000362089.10,ENSG00000198821.11,CD247
Q9H6A0,471,84.26959660297237,ENST00000357640.9,ENSG00000162777.17,DENND2D
Q16558,191,81.95376963350787,ENST00000274629.9,ENSG00000145936.9,KCNMB1
Q07020,188,95.4571808510639,ENST00000549920.6,ENSG00000063177.13,RPL18
P25774,331,94.33151057401813,ENST00000368985.8,ENSG00000163131.12,CTSS
P36508,570,58.66389473684209,ENST00000373953.8,ENSG00000065029.15,ZNF76
Q6PI47,426,59.22152582159622,ENST00000359878.8,ENSG00000155729.13,KCTD18
P22748,312,89.00833333333325,ENST00000300900.9,ENSG00000167434.10,CA4
Q9UK58,526,68.59155893536119,ENST00000295926.8,ENSG00000163660.12,CCNL1
Q9UH03,358,81.97594972067039,ENST00000396426.7,ENSG00000100167.21,SEPTIN3
Q9BRQ4,267,93.7040074906367,ENST00000434758.7,ENSG00000137691.13,CFAP300
Q7Z2F6,126,68.04595238095237,ENST00000316491.14,ENSG00000197302.11,ZNF720
Q9Y4I5,508,53.93019685039373,ENST00000255087.10,ENSG00000132749.11,TESMIN
Q8N6W0,485,67.2450721649485,ENST00000292672.7,ENSG00000161082.13,CELF5
Q9H7C9,122,97.70647540983605,ENST00000393427.7,ENSG00000087884.15,AAMDC
Q9Y275,285,78.44382456140359,ENST00000375887.9,ENSG00000102524.12,TNFSF13B
P01135,160,66.889625,ENST00000295400.11,ENSG00000163235.16,TGFA
Q6P9G0,228,86.98859649122805,ENST00000332439.5,ENSG00000182224.12,CYB5D1
P30968,328,84.33335365853658,ENST00000226413.5,ENSG00000109163.7,GNRHR
P15927,270,79.57992592592598,ENST00000373912.8,ENSG00000117748.10,RPA2
O95429,457,54.809124726477016,ENST00000287322.5,ENSG00000156735.11,BAG4
Q86UQ8,179,59.05508379888269,na,na,na
Q9UJW3,386,86.75396373056995,ENST00000628202.3,ENSG00000142182.9,DNMT3L
Q6PD74,315,79.75942857142861,ENST00000261880.10,ENSG00000103591.13,AAGAB
Q9NRY7,297,70.46521885521878,ENST00000497985.5,ENSG00000163746.12,PLSCR2
Q9UIX4,513,78.87530214424953,ENST00000371571.5,ENSG00000026559.14,KCNG1
Q01638,556,82.45526978417277,ENST00000233954.6,ENSG00000115602.17,IL1RL1
P35790,457,82.69991247264765,ENST00000265689.9,ENSG00000110721.12,CHKA
Q7L099,469,82.14577825159913,ENST00000226328.8,ENSG00000018189.13,RUFY3
O00716,465,59.6971182795699,ENST00000346618.8,ENSG00000112242.16,E2F3
P12318,317,77.67883280757101,ENST00000271450.12,ENSG00000143226.15,FCGR2A
Q99766,215,86.36283720930236,na,na,na
P43354,598,66.23249163879595,ENST00000339562.9,ENSG00000153234.15,NR4A2
Q9ULV5,492,59.85613821138209,ENST00000521374.6,ENSG00000102878.18,HSF4
P54709,279,89.32179211469536,ENST00000286371.8,ENSG00000069849.11,ATP1B3
O75920,110,62.39018181818181,ENST00000380750.8,ENSG00000205572.10,SERF1B
P17181,557,78.1279353680431,ENST00000270139.8,ENSG00000142166.13,IFNAR1
P19235,508,67.39978346456694,ENST00000222139.11,ENSG00000187266.14,EPOR
Q9UL33,140,92.13028571428572,ENST00000301021.7,ENSG00000167515.10,TRAPPC2L
Q9Y600,493,96.467139959432,ENST00000444623.6,ENSG00000139631.20,CSAD
Q05D32,466,65.59042918454935,ENST00000260327.9,ENSG00000137770.14,CTDSPL2
Q9UJA2,301,68.40681063122926,ENST00000378863.9,ENSG00000088766.12,CRLS1
O43934,449,87.84314031180399,ENST00000685175.1,ENSG00000092931.12,MFSD11
Q9UL15,447,90.2882326621924,ENST00000299204.6,ENSG00000166170.12,BAG5
Q8N9Z9,388,56.70698453608249,ENST00000282881.10,ENSG00000152936.11,LMNTD1
Q8N8F6,280,66.1683214285714,na,na,na
Q6PEV8,388,56.53144329896912,ENST00000493442.2,ENSG00000123575.9,FAM199X
Q00059,246,85.56373983739837,ENST00000487519.6,ENSG00000108064.11,TFAM
O43324,174,92.43580459770116,ENST00000379715.10,ENSG00000124802.12,EEF1E1
Q7L1Q6,419,91.19441527446298,ENST00000409600.6,ENSG00000082153.18,BZW1
Q9BTF0,503,74.65272365805154,ENST00000505747.6,ENSG00000138050.15,THUMPD2
Q6P1K2,205,87.29009756097558,ENST00000368277.3,ENSG00000160783.19,PMF1
Q9HD33,250,83.13495999999999,ENST00000476781.6,ENSG00000136522.14,MRPL47
P52823,247,78.3084210526315,ENST00000290271.7,ENSG00000159167.12,STC1
Q6UX39,209,47.82818181818181,ENST00000339336.9,ENSG00000187689.10,AMTN
O75444,373,59.2894101876676,ENST00000393350.1,ENSG00000178573.7,MAF
Q9Y2G5,429,90.31685314685323,ENST00000349485.10,ENSG00000186866.17,POFUT2
Q8TAI7,183,93.12262295081962,ENST00000301068.11,ENSG00000167550.11,RHEBL1
Q9UQ72,335,88.21561194029857,ENST00000320078.12,ENSG00000243130.8,PSG11
Q9BZW8,370,71.08243243243238,ENST00000368033.7,ENSG00000122223.13,CD244
Q969W3,186,61.05844086021504,ENST00000403627.7,ENSG00000133193.13,FAM104A
Q9NWS8,449,70.26115812917593,ENST00000444024.3,ENSG00000155906.20,RMND1
Q8N5Y2,521,68.10337811900193,ENST00000312196.10,ENSG00000005302.19,MSL3
P21741,143,72.57601398601396,ENST00000395566.9,ENSG00000110492.17,MDK
O14530,226,84.37991150442478,ENST00000264255.8,ENSG00000115514.12,TXNDC9
O43414,337,74.02961424332344,ENST00000372257.7,ENSG00000117419.16,ERI3
Q6PI97,169,73.0113609467456,ENST00000375618.9,ENSG00000183644.14,HOATZ
Q96ME7,567,63.40730158730158,ENST00000355467.6,ENSG00000243943.10,ZNF512
O00232,456,78.73712719298243,ENST00000356126.8,ENSG00000197170.10,PSMD12
Q96MH6,324,87.09941358024693,ENST00000434581.7,ENSG00000167904.16,TMEM68
O95379,198,89.44696969696966,ENST00000504771.3,ENSG00000145779.8,TNFAIP8
O60565,184,72.02065217391304,ENST00000651154.1,ENSG00000166923.12,GREM1
Q5TC79,503,54.86600397614316,ENST00000367701.9,ENSG00000185278.15,ZBTB37
Q9GZP4,211,83.44492890995261,ENST00000246151.9,ENSG00000057757.10,PITHD1
Q8N6K7,520,76.4058846153846,ENST00000439090.7,ENSG00000164483.17,SAMD3
P45984,424,81.25290094339626,ENST00000452135.7,ENSG00000050748.18,MAPK9
O00124,270,76.89570370370377,na,na,na
Q96HJ3,373,68.46453083109921,ENST00000328697.11,ENSG00000109881.17,CCDC34
Q53FE4,359,56.17158774373259,ENST00000326581.9,ENSG00000138813.10,C4orf17
Q92484,453,93.45443708609268,ENST00000368440.5,ENSG00000172594.13,SMPDL3A
Q9Y692,573,57.2931413612566,ENST00000294409.2,ENSG00000162419.13,GMEB1
Q5TDP6,509,77.25518664047141,ENST00000370657.9,ENSG00000146166.17,LGSN
Q8NHP6,518,80.88231660231654,ENST00000380492.8,ENSG00000130150.12,MOSPD2
Q8N9Z2,235,59.41242553191489,ENST00000523505.3,ENSG00000253276.5,CCDC71L
Q9H2F3,369,93.75189701897024,ENST00000297679.10,ENSG00000099377.14,HSD3B7
Q5R372,815,75.87131288343556,ENST00000251507.8,ENSG00000152061.24,RABGAP1L
Q9NW68,430,61.29383720930237,ENST00000455895.7,ENSG00000160058.19,BSDC1
Q01851,419,61.22503579952257,ENST00000377208.7,ENSG00000152192.8,POU4F1
Q5T292,105,62.02609523809528,ENST00000474718.5,ENSG00000204161.14,TMEM273
Q99784,485,79.39053608247427,ENST00000371793.8,ENSG00000130558.20,OLFM1
P34969,479,73.02237995824636,ENST00000336152.8,ENSG00000148680.16,HTR7
Q8IWX5,399,83.60308270676694,ENST00000321276.8,ENSG00000163082.10,SGPP2
O15511,151,92.41397350993384,ENST00000359856.11,ENSG00000162704.16,ARPC5
Q2VPK5,515,79.55244660194167,ENST00000453996.7,ENSG00000174177.13,CTU2
P45880,294,92.21986394557815,ENST00000332211.11,ENSG00000165637.14,VDAC2
P37058,310,93.87225806451607,ENST00000375263.8,ENSG00000130948.10,HSD17B3
Q9Y3D3,137,90.86270072992704,ENST00000372945.8,ENSG00000182180.14,MRPS16
Q17RY6,165,73.10921212121215,ENST00000292430.10,ENSG00000160886.13,LY6K
Q9UHD1,332,81.34951807228923,ENST00000320585.11,ENSG00000110172.12,CHORDC1
Q96G74,571,63.35038528896671,ENST00000156084.8,ENSG00000068308.15,OTUD5
O75715,221,90.44009049773756,ENST00000412168.7,ENSG00000224586.7,GPX5
O15503,277,68.53386281588449,ENST00000340368.9,ENSG00000186480.13,INSIG1
Q13825,339,85.78528023598825,ENST00000375731.9,ENSG00000148090.12,AUH
O75469,434,85.42887096774191,ENST00000393716.8,ENSG00000144852.20,NR1I2
Q12981,228,83.18842105263157,ENST00000351486.10,ENSG00000113734.18,BNIP1
Q96A59,401,65.99638403990025,ENST00000268485.8,ENSG00000140832.11,MARVELD3
P09471,354,94.54177966101702,ENST00000262493.12,ENSG00000087258.16,GNAO1
Q96LA6,429,75.39268065268062,ENST00000368176.8,ENSG00000163534.15,FCRL1
O76062,418,93.31301435406694,ENST00000279263.14,ENSG00000149809.17,TM7SF2
Q8NCR9,226,87.00544247787607,ENST00000368671.4,ENSG00000180745.5,CLRN3
P25021,359,82.81871866295258,na,na,na
P63092,394,91.27743654822332,ENST00000371085.8,ENSG00000087460.29,GNAS
Q8IXU6,374,82.17104278074865,ENST00000525815.6,ENSG00000110660.15,SLC35F2
Q96MF2,364,69.24618131868132,ENST00000332782.7,ENSG00000185482.8,STAC3
Q08AI8,447,84.76364653243846,ENST00000388934.5,ENSG00000172478.18,MAB21L4
Q8N7S2,189,69.32306878306882,ENST00000296097.8,ENSG00000163793.13,DNAJC5G
Q07687,328,59.17753048780483,ENST00000234198.9,ENSG00000115844.11,DLX2
Q8WU39,189,84.34798941798942,ENST00000302125.9,ENSG00000170476.16,MZB1
O75947,161,86.0349689440994,ENST00000301587.9,ENSG00000167863.12,ATP5PD
O95045,317,92.77810725552057,ENST00000005756.5,ENSG00000007001.13,UPP2
O43291,252,79.55500000000004,ENST00000301244.12,ENSG00000167642.13,SPINT2
P60880,206,83.7863106796117,ENST00000254976.7,ENSG00000132639.14,SNAP25
Q8WWH4,475,67.87856842105263,ENST00000284629.7,ENSG00000154438.8,ASZ1
O15130,113,64.37778761061948,ENST00000267017.4,ENSG00000139574.9,NPFF
Q70SY1,520,55.0687692307692,ENST00000330387.11,ENSG00000182158.16,CREB3L2
P23416,452,84.17028761061947,ENST00000218075.9,ENSG00000101958.14,GLRA2
P09417,244,96.13999999999994,ENST00000281243.10,ENSG00000151552.12,QDPR
Q9UEU0,232,83.22719827586208,ENST00000554659.6,ENSG00000100568.11,VTI1B
Q8N8Q9,360,83.34938888888888,ENST00000337451.8,ENSG00000140157.16,NIPA2
P13640,62,77.7266129032258,ENST00000379811.4,ENSG00000125144.14,MT1G
Q9H237,461,89.49112798264635,ENST00000326194.11,ENSG00000102312.24,PORCN
P17023,458,70.75740174672491,ENST00000288177.10,ENSG00000157429.16,ZNF19
Q99808,456,87.40859649122807,ENST00000371755.9,ENSG00000112759.19,SLC29A1
P21397,527,96.89931688804556,ENST00000338702.4,ENSG00000189221.11,MAOA
Q9NY93,547,77.98734917733087,ENST00000258772.10,ENSG00000136271.11,DDX56
Q4AE62,458,82.60421397379915,ENST00000682281.1,ENSG00000121964.15,GTDC1
Q14CB8,494,68.64825910931172,ENST00000358531.9,ENSG00000213390.11,ARHGAP19
P04424,464,96.32855603448276,ENST00000304874.14,ENSG00000126522.17,ASL
Q96SW2,442,86.89070135746606,ENST00000231948.9,ENSG00000113851.16,CRBN
Q9BWS9,393,91.30694656488544,ENST00000323578.13,ENSG00000177830.18,CHID1
Q13325,482,92.25568464730289,ENST00000371795.5,ENSG00000152778.10,IFIT5
Q9UL40,294,66.18408163265309,ENST00000358149.8,ENSG00000113761.12,ZNF346
Q9BY64,529,92.7945557655954,ENST00000335568.10,ENSG00000135226.18,UGT2B28
Q8WUE5,264,74.45613636363628,ENST00000276241.11,ENSG00000169551.13,CT55
Q9NQT5,275,79.77192727272727,ENST00000327304.10,ENSG00000107371.14,EXOSC3
Q96MC5,204,72.8982843137255,ENST00000300006.9,ENSG00000166780.11,BMERB1
Q00994,111,64.32216216216216,ENST00000372645.3,ENSG00000166681.14,BEX3
Q8TD35,194,71.25005154639176,ENST00000302096.5,ENSG00000171695.11,LKAAEAR1
Q15776,578,63.981557093425565,ENST00000330236.7,ENSG00000198315.11,ZKSCAN8
Q9H8M7,445,87.80071910112368,ENST00000277632.8,ENSG00000148481.14,MINDY3
Q9NZQ0,273,90.58318681318671,ENST00000264711.7,ENSG00000115137.12,DNAJC27
Q9NRQ2,329,69.39890577507599,ENST00000354952.7,ENSG00000114698.15,PLSCR4
Q9UGJ0,569,65.65666080843589,ENST00000287878.9,ENSG00000106617.15,PRKAG2
Q9NSI2,230,70.61008695652176,ENST00000291634.11,ENSG00000160256.13,SLX9
Q5MY95,495,94.17145454545457,ENST00000371506.7,ENSG00000188833.10,ENTPD8
Q9HBU9,364,75.22785714285719,ENST00000264231.7,ENSG00000121577.14,POPDC2
Q9NXR1,335,77.35358208955235,ENST00000396354.6,ENSG00000072864.16,NDE1
Q8TB92,370,83.87110810810812,ENST00000398661.6,ENSG00000146151.14,HMGCLL1
Q9UMR2,479,81.46112734864309,ENST00000288071.11,ENSG00000157349.17,DDX19B
P40121,348,86.23775862068969,ENST00000263867.9,ENSG00000042493.16,CAPG
P10451,314,53.2742675159236,ENST00000395080.8,ENSG00000118785.15,SPP1
Q9C0E8,428,66.80042056074768,ENST00000272748.9,ENSG00000144320.14,LNPK
Q9NY97,397,90.9067506297229,ENST00000301998.5,ENSG00000170340.11,B3GNT2
Q8TAC2,188,89.42920212765956,ENST00000598418.6,ENSG00000161677.12,JOSD2
Q96T66,252,88.95507936507934,ENST00000296202.11,ENSG00000163864.17,NMNAT3
Q8N9A8,125,90.49904000000002,ENST00000427478.7,ENSG00000205423.12,CNEP1R1
Q7Z7H5,227,84.93079295154187,ENST00000457408.7,ENSG00000158604.15,TMED4
P11230,501,79.16926147704592,ENST00000306071.7,ENSG00000170175.11,CHRNB1
Q16585,318,77.4746855345912,ENST00000381431.10,ENSG00000163069.13,SGCB
O15217,222,96.95189189189183,ENST00000370963.9,ENSG00000170899.11,GSTA4
Q9Y226,551,84.74671506352095,ENST00000311856.9,ENSG00000172940.13,SLC22A13
Q8N4T8,237,96.83729957805905,ENST00000306193.8,ENSG00000145439.12,CBR4
P22003,454,74.8629955947137,ENST00000370830.4,ENSG00000112175.8,BMP5
O75144,302,82.30536423841053,ENST00000407780.7,ENSG00000160223.17,ICOSLG
Q5SYC1,327,86.17021406727824,ENST00000275162.10,ENSG00000146352.13,CLVS2
Q02045,173,84.272774566474,ENST00000400159.6,ENSG00000215375.6,MYL5
Q5JTD0,557,62.21969479353678,ENST00000372449.5,ENSG00000137221.14,TJAP1
A6NH52,213,79.530985915493,ENST00000299866.13,ENSG00000166676.17,TVP23A
P09493,284,91.56017605633794,ENST00000403994.9,ENSG00000140416.23,TPM1
Q5SSG8,566,75.51696113074208,ENST00000376296.3,ENSG00000204544.5,MUC21
A6NDY0,278,66.34535971223018,ENST00000419291.6,ENSG00000205022.9,PABPN1L
P20073,488,76.32657786885248,ENST00000372919.8,ENSG00000138279.16,ANXA7
Q6UW15,175,89.35977142857145,ENST00000272324.10,ENSG00000143954.13,REG3G
P22061,227,96.4881057268722,ENST00000464889.7,ENSG00000120265.19,PCMT1
Q8NCF0,446,78.28242152466369,ENST00000541793.7,ENSG00000157335.21,CLEC18C
O14931,201,83.48452736318414,ENST00000340027.10,ENSG00000204475.10,NCR3
P24522,165,80.12315151515152,ENST00000370986.9,ENSG00000116717.13,GADD45A
A6NJ46,265,63.25169811320754,ENST00000518699.4,ENSG00000165066.13,NKX6-3
Q6P6B1,374,49.15002673796799,ENST00000318528.8,ENSG00000177459.11,ERICH5
Q6NXT1,300,69.45260000000003,ENST00000215941.9,ENSG00000100124.15,ANKRD54
P00367,558,90.19738351254487,ENST00000277865.5,ENSG00000148672.10,GLUD1
Q658L1,398,70.64374371859296,ENST00000339465.5,ENSG00000188659.10,SAXO2
O15123,496,83.13518145161284,ENST00000325203.9,ENSG00000091879.14,ANGPT2
Q9H2S1,579,76.57044905008627,na,na,na
Q14002,265,84.03788679245282,ENST00000401731.6,ENSG00000007306.15,CEACAM7
Q86SG3,579,58.644248704663205,ENST00000634662.1,ENSG00000205916.12,DAZ4
Q8N883,585,64.79488888888883,ENST00000270649.11,ENSG00000142556.19,ZNF614
Q13087,525,87.28491428571414,ENST00000219406.11,ENSG00000185615.16,PDIA2
Q16828,381,75.54477690288714,ENST00000279488.8,ENSG00000139318.8,DUSP6
Q6ISS4,152,84.64513157894736,ENST00000301202.7,ENSG00000167618.10,LAIR2
Q9H6L4,198,88.76131313131316,ENST00000245543.6,ENSG00000125449.7,ARMC7
O75688,479,84.79739039665965,ENST00000282412.9,ENSG00000138032.21,PPM1B
Q6UWE3,100,82.70480000000002,ENST00000403376.4,ENSG00000196748.10,CLPSL2
P0DMS9,266,70.33146616541357,ENST00000369717.8,ENSG00000121933.19,TMIGD3
Q7Z3D4,306,63.03980392156863,ENST00000315948.11,ENSG00000176018.13,LYSMD3
Q9NZS9,450,81.97484444444447,ENST00000261658.7,ENSG00000103429.11,BFAR
Q9BRR0,538,60.33327137546469,ENST00000252211.7,ENSG00000189298.14,ZKSCAN3
Q9NWB1,397,55.32403022670024,ENST00000550418.6,ENSG00000078328.23,RBFOX1
Q9Y2W7,256,68.96972656249999,ENST00000295225.10,ENSG00000115041.13,KCNIP3
Q2M2W7,97,66.38010309278349,ENST00000580729.3,ENSG00000186665.10,C17orf58
Q04760,184,95.42391304347828,ENST00000373365.5,ENSG00000124767.7,GLO1
Q15051,598,82.92675585284283,ENST00000310864.11,ENSG00000173226.17,IQCB1
O75223,188,93.22148936170208,ENST00000275428.9,ENSG00000006625.18,GGCT
P30542,326,92.37978527607352,ENST00000337894.9,ENSG00000163485.17,ADORA1
P31350,389,79.35223650385605,ENST00000304567.10,ENSG00000171848.16,RRM2
Q9NRD0,319,80.69025078369908,ENST00000393674.7,ENSG00000164117.14,FBXO8
P19484,476,63.525189075630216,ENST00000373033.6,ENSG00000112561.19,TFEB
Q86V40,505,70.71259405940597,ENST00000409520.7,ENSG00000186854.11,TRABD2A
Q9NX94,342,55.44710526315791,ENST00000369889.5,ENSG00000166272.18,WBP1L
Q9H6Z4,567,61.60788359788362,ENST00000340578.10,ENSG00000031823.14,RANBP3
Q15464,509,60.19153241650296,ENST00000377707.4,ENSG00000107338.10,SHB
Q9H492,121,90.82876033057852,ENST00000360668.8,ENSG00000101460.13,MAP1LC3A
O15162,318,70.08773584905661,ENST00000342435.9,ENSG00000188313.13,PLSCR1
Q9UIC8,334,93.41970059880238,ENST00000399069.8,ENSG00000205629.12,LCMT1
O15260,269,84.21680297397768,ENST00000371989.8,ENSG00000148248.14,SURF4
Q9BYE0,225,73.08493333333332,ENST00000317814.8,ENSG00000179111.9,HES7
P15531,152,97.38276315789476,ENST00000393196.8,ENSG00000239672.8,NME1
P30566,484,96.6580165289256,ENST00000623063.3,ENSG00000239900.14,ADSL
Q8WUJ1,264,90.49071969696963,ENST00000301391.8,ENSG00000167740.10,CYB5D2
P08651,508,61.70035433070864,ENST00000443272.3,ENSG00000141905.19,NFIC
Q9UPY6,502,66.31342629482066,ENST00000335327.6,ENSG00000132970.14,WASF3
O00321,342,55.7938596491228,ENST00000402764.6,ENSG00000105672.15,ETV2
Q9NYJ1,87,87.70195402298847,ENST00000355693.5,ENSG00000181924.7,COA4
Q96PC3,154,93.02032467532467,ENST00000446015.6,ENSG00000152056.17,AP1S3
Q9UBX3,287,72.39756097560975,ENST00000350690.10,ENSG00000183048.12,SLC25A10
Q8N769,122,56.23573770491804,na,na,na
O60664,434,69.3097235023041,ENST00000221957.9,ENSG00000105355.9,PLIN3
Q96Q11,434,90.35573732718898,ENST00000251607.11,ENSG00000072756.17,TRNT1
P15391,556,62.54480215827344,ENST00000538922.8,ENSG00000177455.15,CD19
Q5U3C3,297,90.0195622895623,ENST00000372068.7,ENSG00000157600.12,TMEM164
Q8NF99,534,67.13344569288392,ENST00000330501.12,ENSG00000186812.13,ZNF397
Q8TAG6,207,59.07628019323673,ENST00000305454.8,ENSG00000169085.13,VXN
Q96BR9,441,61.85079365079363,ENST00000373510.9,ENSG00000160062.15,ZBTB8A
Q6S545,545,63.02915596330271,ENST00000343518.11,ENSG00000198062.16,POTEH
P19525,551,76.29642468239565,ENST00000233057.9,ENSG00000055332.19,EIF2AK2
Q8NDW4,579,55.40336787564764,ENST00000395867.8,ENSG00000198105.16,ZNF248
Q9BT09,278,72.47812949640286,ENST00000372836.5,ENSG00000137161.18,CNPY3
Q9ULX9,164,82.12902439024393,ENST00000338483.7,ENSG00000185022.12,MAFF
P25942,277,81.41444043321289,ENST00000372285.8,ENSG00000101017.14,CD40
O60825,505,85.04158415841583,ENST00000367080.8,ENSG00000123836.15,PFKFB2
Q8N0X4,340,90.99155882352936,ENST00000339105.9,ENSG00000125246.16,CLYBL
Q969Q6,453,89.80366445916121,ENST00000261475.10,ENSG00000092020.11,PPP2R3C
Q8TCC3,161,82.50770186335407,ENST00000338148.8,ENSG00000185414.20,MRPL30
P34998,444,75.03554054054052,ENST00000398285.7,ENSG00000120088.15,CRHR1
P22794,236,56.87682203389832,ENST00000462804.3,ENSG00000126860.12,EVI2A
P51654,580,75.11051724137926,ENST00000370818.8,ENSG00000147257.16,GPC3
Q9BQA9,187,83.34898395721923,ENST00000306645.10,ENSG00000178927.18,CYBC1
Q9BZ23,570,73.63666666666666,ENST00000316562.9,ENSG00000125779.24,PANK2
Q15043,492,72.77315040650412,ENST00000381237.6,ENSG00000104635.15,SLC39A14
O94889,574,93.32564459930308,ENST00000232766.6,ENSG00000114648.12,KLHL18
Q9Y5X0,201,85.27990049751241,ENST00000338523.9,ENSG00000086300.16,SNX10
Q92956,283,79.94240282685507,ENST00000355716.5,ENSG00000157873.18,TNFRSF14
O43427,364,92.10953296703302,ENST00000338369.6,ENSG00000172500.13,FIBP
Q9BU02,230,86.49926086956516,ENST00000288014.7,ENSG00000259431.6,THTPA
Q10588,318,89.46367924528306,ENST00000265016.9,ENSG00000109743.11,BST1
Q9H6R6,413,86.45169491525425,ENST00000369405.7,ENSG00000023041.12,ZDHHC6
Q9P0V9,454,81.0442511013216,ENST00000397712.7,ENSG00000186522.15,SEPTIN10
Q96GM8,510,77.7923921568628,ENST00000372090.6,ENSG00000132773.12,TOE1
Q495C1,297,61.73919191919193,ENST00000433731.7,ENSG00000178222.13,RNF212
O00624,439,83.91913439635532,ENST00000265425.3,ENSG00000112337.11,SLC17A2
Q86VX2,200,85.09209999999999,ENST00000278980.11,ENSG00000149600.12,COMMD7
Q7LFL8,322,59.36801242236025,ENST00000302517.8,ENSG00000171604.12,CXXC5
