isoform,length,plddt,transcript_ID,gene_ID,gene_name
Q9NS61-2,252,72.15865079,ENST00000358038.7,ENSG00000120049.20,KCNIP2
Q9BXI6-2,515,75.68062136,ENST00000403477.7,ENSG00000099992.16,TBC1D10A
Q16629-3,132,66.31659091,ENST00000443213.5,ENSG00000115875.19,SRSF7
Q66PJ3-7,226,59.89973451,ENST00000454885.6,ENSG00000182196.14,ARL6IP4
Q9NYN1-2,255,74.31172549,ENST00000434605.2,ENSG00000103710.11,RASL12
Q8N3Y7-2,265,91.06513208,ENST00000396721.6,ENSG00000170786.13,SDR16C5
Q6UWH4-3,331,56.7889426,ENST00000592057.1,ENSG00000164125.16,GASK1B
Q15560-2,272,80.36889706,ENST00000361317.6,ENSG00000171703.17,TCEA2
Q8IUX1-3,110,64.17154545,na,na,na
Q7Z7D3-2,166,80.47614458,ENST00000328189.7,ENSG00000134258.18,VTCN1
P10451-3,287,54.42062718,ENST00000360804.4,ENSG00000118785.15,SPP1
Q5SZJ8-3,181,75.13773481,na,na,na
Q6PGQ7-2,489,51.9701227,ENST00000652266.1,ENSG00000136122.18,BORA
O00712-6,309,45.46355987,ENST00000543693.5,ENSG00000147862.18,NFIB
Q8TCZ2-6,189,57.44306878,ENST00000437787.6,ENSG00000102181.21,CD99L2
P27544-2,337,90.05908012,ENST00000429504.6,ENSG00000223802.9,CERS1
Q9BRQ3-2,213,78.78014085,na,na,na
Q15054-2,427,60.63220141,ENST00000527458.5,ENSG00000077514.9,POLD3
Q53EL6-2,458,77.6150655,ENST00000393104.6,ENSG00000150593.18,PDCD4
O14662-2,304,79.23769737,ENST00000371132.8,ENSG00000124222.22,STX16
O15519-5,449,78.04772829,na,na,na
Q5QGZ9-3,81,70.12222222,na,na,na
P33240-2,560,61.489,na,na,na
Q13422-7,477,51.49136268,ENST00000439701.2,ENSG00000185811.20,IKZF1
P67812-4,164,85.34152439,ENST00000560266.5,ENSG00000140612.14,SEC11A
Q14CN4-3,469,71.07846482,ENST00000354310.4,ENSG00000170486.11,KRT72
O15165-7,251,60.77023904,ENST00000586765.1,ENSG00000168675.19,LDLRAD4
Q8NFU3-3,109,85.02155963,ENST00000318289.14,ENSG00000215845.11,TSTD1
Q9UPE1-4,566,79.36530035,ENST00000370104.5,ENSG00000184343.11,SRPK3
Q9BVG3-2,354,92.80477401,ENST00000543586.1,ENSG00000116525.14,TRIM62
O75030-12,468,62.1992735,ENST00000472437.5,ENSG00000187098.18,MITF
P45880-2,283,93.30763251,na,na,na
Q0VAK6-2,348,73.19928161,na,na,na
Q9UHP7-3,194,77.82773196,ENST00000261340.11,ENSG00000069493.15,CLEC2D
Q4AE62-2,373,76.23217158,ENST00000392867.7,ENSG00000121964.15,GTDC1
P61296-2,180,69.92227778,na,na,na
P23760-2,215,75.63269767,ENST00000409828.7,ENSG00000135903.20,PAX3
O75449-2,311,70.66061093,ENST00000335643.12,ENSG00000186625.14,KATNA1
Q8N413-4,264,74.66969697,ENST00000534028.5,ENSG00000162241.13,SLC25A45
O43251-3,358,51.18505587,ENST00000262829.11,ENSG00000100320.23,RBFOX2
P35348-6,342,69.8822807,ENST00000380572.3,ENSG00000120907.18,ADRA1A
Q5TDH0-2,211,76.52862559,na,na,na
Q9UBX3-2,296,71.35543919,ENST00000331531.9,ENSG00000183048.12,SLC25A10
O14972-2,270,84.61977778,ENST00000476950.5,ENSG00000157538.14,VPS26C
Q8NI22-2,94,84.83138298,ENST00000409913.5,ENSG00000180398.13,MCFD2
Q6GTS8-2,361,79.34288089,na,na,na
P24071-9,179,79.68815642,ENST00000391726.7,ENSG00000186431.19,FCAR
Q9H237-4,450,91.12697778,ENST00000537758.6,ENSG00000102312.24,PORCN
Q6ZMK1-4,203,76.55389163,na,na,na
Q14106-2,250,73.6536,na,na,na
Q9BRV8-2,211,85.78293839,ENST00000369528.9,ENSG00000052723.12,SIKE1
Q5VXM1-2,157,87.31815287,na,na,na
Q04900-2,189,63.16275132,ENST00000413644.6,ENSG00000135535.17,CD164
Q9P1P5-2,306,89.38901961,ENST00000275191.2,ENSG00000146378.6,TAAR2
Q9Y6M1-5,493,78.78030426,na,na,na
O00499-10,424,78.6303066,ENST00000376113.6,ENSG00000136717.15,BIN1
Q6ZSJ9-3,551,53.76168784,ENST00000441885.8,ENSG00000188803.15,SHISA6
Q9BSU1-2,258,59.76860465,na,na,na
P49768-4,184,60.43347826,ENST00000394157.7,ENSG00000080815.19,PSEN1
Q96HH9-3,447,64.22404922,ENST00000513040.5,ENSG00000155324.10,GRAMD2B
P78348-1,574,81.01891986,ENST00000228468.8,ENSG00000110881.12,ASIC1
P12872-3,114,70.84973684,ENST00000266003.9,ENSG00000096395.11,MLN
Q8N769-2,24,81.78833333,na,na,na
Q96A37-2,128,87.65148437,ENST00000541206.6,ENSG00000158717.11,RNF166
Q9H7P6-2,221,83.91117647,ENST00000489637.3,ENSG00000196814.15,MVB12B
P55075-3,215,86.45381395,ENST00000347978.2,ENSG00000107831.14,FGF8
Q8WYH8-2,226,78.01946903,ENST00000406941.5,ENSG00000168395.16,ING5
O00165-2,287,57.68759582,ENST00000483970.6,ENSG00000143575.15,HAX1
Q96GX9-3,204,92.53102941,na,na,na
Q86Y07-3,485,76.58298969,ENST00000440705.6,ENSG00000028116.18,VRK2
P35813-2,324,96.73651235,ENST00000325658.3,ENSG00000100614.18,PPM1A
Q9Y5N1-6,329,85.19109422,na,na,na
Q9HA72-2,218,76.13366972,na,na,na
Q9UHQ1-3,408,86.85916667,ENST00000345415.11,ENSG00000141562.19,NARF
P61812-2,442,75.88366516,ENST00000366929.4,ENSG00000092969.12,TGFB2
Q14135-6,210,63.31733333,ENST00000451674.6,ENSG00000144560.16,VGLL4
O15533-2,412,87.47351942,na,na,na
P30279-2,209,66.26028708,na,na,na
Q9BW11-4,388,58.17652062,ENST00000423571.6,ENSG00000213347.11,MXD3
Q8NCB2-2,473,66.04737844,ENST00000296471.11,ENSG00000164076.17,CAMKV
P49326-2,285,94.71414035,ENST00000369272.7,ENSG00000131781.13,FMO5
Q9P0N9-3,234,93.55029915,na,na,na
Q8TC17-2,116,84.91189655,na,na,na
Q13555-3,524,81.59366412,na,na,na
Q9UPI3-2,321,82.30193146,ENST00000539311.5,ENSG00000119686.10,FLVCR2
Q8TDF5-1,156,83.58423077,ENST00000397929.5,ENSG00000166342.19,NETO1
O75344-3,297,87.57636364,ENST00000413573.6,ENSG00000077800.13,FKBP6
Q9BR84-2,84,74.86630952,ENST00000317221.11,ENSG00000188321.14,ZNF559
Q13642-3,194,82.54628866,ENST00000618438.4,ENSG00000022267.19,FHL1
Q6NYC1-2,372,92.07569892,na,na,na
Q8NHS9-3,269,53.00498141,ENST00000268981.9,ENSG00000141255.13,SPATA22
Q9UL40-2,319,64.60332288,ENST00000503039.1,ENSG00000113761.12,ZNF346
O43566-4,201,68.16233831,na,na,na
Q86SQ6-1,5067,44.19503059,na,na,na
O43852-13,139,84.97107914,na,na,na
Q9Y383-3,389,67.06601542,ENST00000263545.7,ENSG00000146963.18,LUC7L2
Q9BRP0-2,143,79.40531469,na,na,na
Q6UXG3-5,273,73.79355311,ENST00000377203.8,ENSG00000161649.13,CD300LG
Q6BAA4-3,268,74.25425373,ENST00000367944.3,ENSG00000162746.14,FCRLB
Q9H488-2,194,88.12530928,ENST00000375730.3,ENSG00000101346.14,POFUT1
Q92527-2,274,77.78018248,na,na,na
Q9UNL4-3,225,76.2052,ENST00000444704.5,ENSG00000111653.20,ING4
P51878-5,447,70.06496644,ENST00000393141.6,ENSG00000137757.11,CASP5
Q9BYM8-3,468,83.72944444,ENST00000353660.7,ENSG00000125826.21,RBCK1
P49238-4,387,73.94416021,ENST00000358309.3,ENSG00000168329.14,CX3CR1
Q8TDQ1-6,293,71.59740614,ENST00000464910.5,ENSG00000186074.19,CD300LF
Q7Z434-2,138,79.54543478,na,na,na
O43734-5,564,51.98024823,ENST00000359831.8,ENSG00000056972.20,TRAF3IP2
Q04760-2,169,92.77094675,na,na,na
P15260-2,186,84.28768817,na,na,na
Q9H497-3,181,83.90381215,na,na,na
Q9GZT9-3,325,80.37655385,na,na,na
Q9GZT8-3,285,74.31757895,ENST00000409588.1,ENSG00000196290.17,NIF3L1
Q9UQ74-2,297,88.28841751,ENST00000406636.7,ENSG00000124467.19,PSG8
Q969N2-6,511,81.49921722,ENST00000372689.9,ENSG00000124155.19,PIGT
Q15822-2,514,71.26200389,ENST00000240132.7,ENSG00000120903.13,CHRNA2
P51522-2,488,75.24010246,na,na,na
Q03060-17,221,64.8838914,na,na,na
A6NJ46-2,135,53.86259259,ENST00000524115.2,ENSG00000165066.13,NKX6-3
Q5JTV8-3,584,61.78354452,ENST00000528443.6,ENSG00000143337.19,TOR1AIP1
Q96DZ1-3,457,70.21196937,ENST00000405123.7,ENSG00000068912.15,ERLEC1
Q7Z4W2-2,194,79.72242268,ENST00000375318.4,ENSG00000151033.10,LYZL2
Q96H15-2,350,65.25525714,ENST00000407087.4,ENSG00000145850.9,TIMD4
P05089-2,330,95.51154545,ENST00000356962.2,ENSG00000118520.15,ARG1
Q9NZQ9-2,276,90.20826087,na,na,na
O14770-2,401,64.69793017,ENST00000424352.6,ENSG00000134138.20,MEIS2
Q99816-2,285,74.74578947,na,na,na
Q8TB92-5,308,86.36850649,ENST00000308161.8,ENSG00000146151.14,HMGCLL1
Q6ZUK4-2,223,71.95748879,ENST00000488505.2,ENSG00000196932.12,TMEM26
Q9UBF6-3,90,62.49455556,ENST00000393000.3,ENSG00000114125.14,RNF7
A1A519-4,244,57.51098361,na,na,na
Q9H1Z4-2,393,85.53694656,na,na,na
P41235-2,464,74.31556034,ENST00000415691.2,ENSG00000101076.19,HNF4A
Q9NY57-2,367,83.47847411,ENST00000510398.1,ENSG00000152953.13,STK32B
Q66PJ3-6,276,52.49862319,na,na,na
Q86X24-3,323,64.77854489,na,na,na
Q5VWP3-2,234,60.40529915,ENST00000370876.6,ENSG00000146147.15,MLIP
Q14849-2,427,77.43126464,ENST00000394250.8,ENSG00000131748.16,STARD3
Q86SG4-3,150,63.53893333,na,na,na
P11172-4,205,89.02307317,na,na,na
O15527-6,195,91.70435897,ENST00000383826.9,ENSG00000114026.22,OGG1
O75191-2,399,95.83238095,na,na,na
Q7LGA3-2,303,78.0789769,na,na,na
Q5SXH7-4,363,61.43674931,na,na,na
Q9UHB4-3,521,88.29230326,ENST00000427047.6,ENSG00000188566.15,NDOR1
Q96PB7-6,140,92.49135714,ENST00000536598.1,ENSG00000118733.17,OLFM3
P51674-2,271,82.15889299,ENST00000515090.5,ENSG00000150625.17,GPM6A
Q07666-3,404,60.66722772,ENST00000492989.1,ENSG00000121774.18,KHDRBS1
Q96C92-3,377,68.83710875,na,na,na
P22234-2,432,94.48912037,ENST00000399688.7,ENSG00000128050.9,PAICS
O75909-2,354,77.25957627,na,na,na
Q16635-8,238,92.70428571,na,na,na
Q9NR21-1,331,82.96178248,na,na,na
Q9HBI0-5,70,59.261,na,na,na
Q9UQ74-3,419,86.44904535,ENST00000404209.8,ENSG00000124467.19,PSG8
Q6P656-2,199,79.6618593,na,na,na
Q9UGJ0-2,328,88.60768293,ENST00000651378.1,ENSG00000106617.15,PRKAG2
Q5T4B2-2,517,90.4459381,ENST00000372842.5,ENSG00000167123.20,CERCAM
P46098-5,516,79.52296512,ENST00000355556.6,ENSG00000166736.12,HTR3A
Q8NA29-2,530,81.18392453,ENST00000372811.10,ENSG00000168389.18,MFSD2A
O60664-3,433,67.39840647,ENST00000585479.5,ENSG00000105355.9,PLIN3
Q9BXS6-7,378,60.92846561,ENST00000450592.6,ENSG00000137804.14,NUSAP1
Q96FM1-2,269,85.25795539,ENST00000378011.8,ENSG00000161395.14,PGAP3
Q8TC26-2,102,68.27784314,na,na,na
Q14141-3,267,80.55426966,ENST00000460411.5,ENSG00000125354.24,SEPTIN6
Q9UJ83-4,518,85.36007722,ENST00000457447.6,ENSG00000131373.15,HACL1
Q9BWP8-4,245,83.45493878,ENST00000403096.7,ENSG00000118004.18,COLEC11
P07741-2,134,95.05977612,ENST00000426324.6,ENSG00000198931.11,APRT
Q6DN72-2,413,78.7901937,ENST00000321935.10,ENSG00000181036.14,FCRL6
Q9NX94-2,363,54.73473829,ENST00000448841.7,ENSG00000166272.18,WBP1L
Q9BZZ5-1,438,85.12547945,ENST00000534600.5,ENSG00000166181.13,API5
Q96B36-2,126,68.39587302,na,na,na
Q9UHD1-2,313,80.14083067,ENST00000457199.6,ENSG00000110172.12,CHORDC1
Q9UQB8-3,512,74.70621094,ENST00000575712.5,ENSG00000175866.16,BAIAP2
Q9NZQ7-3,178,92.3852809,na,na,na
O60830-2,222,71.4963964,ENST00000396779.7,ENSG00000126768.12,TIMM17B
Q9UHG3-2,428,93.09175234,na,na,na
Q13398-4,568,62.77225352,na,na,na
O76036-2,287,86.71641115,na,na,na
Q07002-3,504,70.52388889,ENST00000506784.5,ENSG00000117266.16,CDK18
Q6FIF0-2,196,71.90178571,ENST00000559157.5,ENSG00000086666.19,ZFAND6
Q7Z7A4-5,441,83.03206349,na,na,na
Q99828-2,231,62.78541126,ENST00000612800.1,ENSG00000185043.12,CIB1
Q9UHC7-4,329,68.56927052,ENST00000443720.6,ENSG00000133606.11,MKRN1
Q5T4F4-2,404,71.83695545,ENST00000359980.5,ENSG00000155256.18,ZFYVE27
Q8N801-2,177,68.54214689,ENST00000294947.2,ENSG00000239605.11,STPG4
Q8TAQ9-2,269,84.72921933,ENST00000438771.5,ENSG00000164744.14,SUN3
O43236-6,274,65.08737226,ENST00000426861.5,ENSG00000108387.16,SEPTIN4
Q8IZS5-2,276,56.20934783,na,na,na
Q9BX67-2,259,81.51799228,ENST00000441717.3,ENSG00000166086.13,JAM3
Q9NZU5-2,292,83.47297945,ENST00000454244.4,ENSG00000071282.12,LMCD1
P04424-3,438,92.6130137,ENST00000380839.9,ENSG00000126522.17,ASL
Q5EB52-3,292,87.07428082,ENST00000427521.6,ENSG00000106484.16,MEST
Q14188-2,369,71.4699458,na,na,na
Q5SQH8-4,496,53.83707661,ENST00000651131.1,ENSG00000204564.12,C6orf136
Q9UC07-2,149,56.14261745,ENST00000340180.5,ENSG00000198429.10,ZNF69
Q99747-2,230,88.38856522,na,na,na
Q9NNX6-6,380,74.19902632,ENST00000315591.12,ENSG00000090659.18,CD209
Q8TCQ1-2,272,69.31551471,ENST00000339875.9,ENSG00000145416.14,MARCHF1
Q15051-3,303,89.26544554,ENST00000393650.7,ENSG00000173226.17,IQCB1
P28062-2,272,82.34283088,ENST00000374881.3,ENSG00000204264.12,PSMB8
Q9NS00-2,309,86.59469256,ENST00000402468.3,ENSG00000106392.11,C1GALT1
P53539-2,302,56.58963576,ENST00000417353.6,ENSG00000125740.14,FOSB
Q9H4H8-2,569,61.5542355,na,na,na
Q9NP84-2,94,69.59106383,ENST00000341627.5,ENSG00000006327.14,TNFRSF12A
Q9HCU8-2,79,72.40392405,ENST00000539074.1,ENSG00000175482.9,POLD4
Q6H9L7-5,490,60.73446939,na,na,na
Q9Y3E7-3,251,77.62601594,na,na,na
P62633-3,167,74.23826347,ENST00000504813.5,ENSG00000169714.17,CNBP
Q9NV23-2,318,79.13059748,ENST00000378217.3,ENSG00000152463.15,OLAH
P27105-2,123,79.64300813,ENST00000347359.3,ENSG00000148175.13,STOM
Q8IY45-2,240,93.544875,ENST00000537562.5,ENSG00000151743.11,AMN1
O75346-2,423,74.66680851,ENST00000355650.4,ENSG00000256771.5,ZNF253
Q9NS23-2,340,73.63067647,ENST00000359365.9,ENSG00000068028.18,RASSF1
Q9UHD8-2,568,67.5134331,ENST00000329047.13,ENSG00000184640.20,SEPTIN9
Q6UXG3-4,307,70.53485342,ENST00000539718.5,ENSG00000161649.13,CD300LG
Q6P4F1-7,92,65.03608696,na,na,na
P26951-2,300,84.60346667,ENST00000381469.7_PAR_Y,ENSG00000185291.12_PAR_Y,IL3RA
A2A288-3,227,85.41013216,na,na,na
P15509-5,377,80.01628647,na,na,na
P51878-2,376,77.37558511,ENST00000444749.6,ENSG00000137757.11,CASP5
O95628-3,558,61.47899642,na,na,na
P00973-3,414,82.35570048,ENST00000445409.7,ENSG00000089127.15,OAS1
Q92913-3,255,77.66772549,ENST00000436198.5,ENSG00000129682.16,FGF13
O43399-3,209,65.82779904,ENST00000351424.8,ENSG00000101150.18,TPD52L2
P29350-4,624,84.11533654,ENST00000456013.5,ENSG00000111679.17,PTPN6
Q8N413-3,184,81.3286413,na,na,na
O43678-2,76,75.74355263,ENST00000512088.1,ENSG00000131495.9,NDUFA2
Q9H8X9-2,142,66.59598592,ENST00000511539.1,ENSG00000188818.13,ZDHHC11
Q9UPM6-4,377,67.96965517,ENST00000340587.7,ENSG00000106852.16,LHX6
P61966-2,133,92.74646617,na,na,na
Q96L11-2,46,69.2776087,na,na,na
Q96BJ3-2,141,97.01248227,na,na,na
Q9UPM6-3,392,65.01780612,ENST00000394319.9,ENSG00000106852.16,LHX6
O95278-5,224,76.27727679,ENST00000638262.1,ENSG00000112425.16,EPM2A
O75955-2,379,80.30079156,na,na,na
Q9H813-2,411,72.13530414,ENST00000535273.2,ENSG00000065600.13,PACC1
Q8N387-2,284,50.68746479,na,na,na
Q9Y570-4,400,82.108875,ENST00000398427.6,ENSG00000214517.10,PPME1
Q9UG56-2,375,78.12101333,ENST00000382151.6,ENSG00000241878.12,PISD
P40938-2,305,87.15980328,ENST00000434425.5,ENSG00000133119.13,RFC3
Q9UKT9-3,470,53.3172766,ENST00000351680.7,ENSG00000161405.17,IKZF3
Q08AF8-2,283,66.25696113,na,na,na
P25791-3,227,73.1746696,ENST00000257818.3,ENSG00000135363.12,LMO2
Q8IZP0-7,422,69.78760664,ENST00000376137.8,ENSG00000136754.18,ABI1
P12524-2,236,56.21983051,ENST00000372815.1,ENSG00000116990.11,MYCL
O00148-2,322,80.91006211,ENST00000324340.13,ENSG00000123136.15,DDX39A
Q5FBB7-6,527,55.11918406,ENST00000412997.6,ENSG00000129810.15,SGO1
Q9UHJ9-4,232,71.96741379,ENST00000493547.6,ENSG00000148985.20,PGAP2
P15509-4,286,84.68335664,na,na,na
P21741-2,87,76.20091954,ENST00000395569.8,ENSG00000110492.17,MDK
Q8IYS5-4,271,82.38723247,na,na,na
P41161-2,552,55.5788587,na,na,na
Q5T292-2,172,52.9980814,na,na,na
Q9BX73-2,171,79.51350877,ENST00000456845.6,ENSG00000169490.17,TM2D2
Q63ZE4-2,269,76.44171004,na,na,na
Q8NCF0-2,339,80.25693215,na,na,na
Q96L08-3,137,61.66452555,na,na,na
O14770-5,302,66.36261589,ENST00000314177.12,ENSG00000134138.20,MEIS2
P63208-2,160,87.8568125,ENST00000522552.5,ENSG00000113558.19,SKP1
Q92838-7,148,59.71736486,ENST00000527388.5,ENSG00000158813.18,EDA
Q9BPW9-2,172,93.32232558,ENST00000421653.5,ENSG00000073737.17,DHRS9
Q9H8S9-2,148,80.18432432,na,na,na
O95998-4,163,57.72288344,ENST00000620017.4,ENSG00000137496.18,IL18BP
Q5TBC7-2,56,74.32285714,ENST00000393320.3,ENSG00000188761.13,BCL2L15
Q6UY11-2,204,74.91122549,na,na,na
P14866-2,456,78.83138158,ENST00000600873.5,ENSG00000104824.18,HNRNPL
Q9GZM8-2,367,75.42419619,na,na,na
P54219-2,472,77.07913136,ENST00000437980.3,ENSG00000036565.15,SLC18A1
P11168-2,405,90.036,na,na,na
P78417-2,208,93.13125,ENST00000369710.8,ENSG00000148834.13,GSTO1
Q9UIC8-3,279,90.65107527,ENST00000380966.8,ENSG00000205629.12,LCMT1
P0CAP1-6,414,78.93487923,na,na,na
Q6NW34-2,497,60.41545272,ENST00000383675.6,ENSG00000163608.15,NEPRO
Q8WWU5-7,516,76.78567829,ENST00000673754.1,ENSG00000124678.20,TCP11
O94864-4,279,67.90154122,ENST00000404798.6,ENSG00000119760.16,SUPT7L
Q9BQ65-2,247,79.42724696,ENST00000539737.6,ENSG00000103005.12,USB1
P49639-2,137,49.85065693,na,na,na
Q6P3W2-2,85,73.79117647,ENST00000526042.5,ENSG00000170946.15,DNAJC24
Q86V25-2,290,85.04693103,ENST00000366968.8,ENSG00000143494.16,VASH2
Q86X24-5,316,61.38734177,na,na,na
P29353-5,369,67.78617886,na,na,na
P60201-2,242,86.52433884,ENST00000619236.1,ENSG00000123560.14,PLP1
Q8N697-2,240,85.73941667,na,na,na
Q9BX59-6,297,67.59912458,na,na,na
Q16625-6,69,68.69086957,na,na,na
Q93038-11,426,71.45523474,ENST00000377782.7,ENSG00000215788.11,TNFRSF25
Q9NR21-2,257,86.36898833,ENST00000427057.6,ENSG00000111224.14,PARP11
P62508-3,442,77.96239819,ENST00000673908.1,ENSG00000196482.18,ESRRG
Q9H6F5-2,104,87.59961538,ENST00000545580.1,ENSG00000110104.13,CCDC86
Q8IW45-4,237,88.75388186,ENST00000424185.7,ENSG00000213995.12,NAXD
Q4G0J3-2,214,80.5621028,na,na,na
P67812-2,153,93.46490196,ENST00000455959.7,ENSG00000140612.14,SEC11A
Q9UJV8-2,322,67.97540373,ENST00000339382.3,ENSG00000172733.12,PURG
Q9UII6-4,248,85.96560484,ENST00000372700.7,ENSG00000079393.21,DUSP13
Q8IX04-3,357,78.39341737,ENST00000320750.10,ENSG00000151116.17,UEVLD
P53539-3,299,60.77254181,ENST00000591858.5,ENSG00000125740.14,FOSB
Q14790-3,395,84.92329114,na,na,na
P62995-3,188,63.08898936,ENST00000382191.4,ENSG00000136527.19,TRA2B
O43427-2,357,92.94582633,ENST00000357519.9,ENSG00000172500.13,FIBP
Q9UNH6-3,451,79.28713969,ENST00000306121.8,ENSG00000162627.17,SNX7
Q7Z7G1-2,169,63.53023669,ENST00000507719.1,ENSG00000109684.16,CLNK
P06753-3,247,93.15004049,ENST00000368531.6,ENSG00000143549.21,TPM3
F5H4B4-2,477,69.90612159,na,na,na
P00390-2,479,96.22914405,na,na,na
Q8WY98-3,140,89.5415,ENST00000309777.11,ENSG00000160055.20,TMEM234
Q14994-2,348,92.40721264,ENST00000367983.9,ENSG00000143257.12,NR1I3
Q9Y6M4-6,311,79.33932476,na,na,na
Q9BZD2-2,329,85.93574468,na,na,na
Q9Y572-3,231,86.0752381,ENST00000554756.1,ENSG00000129465.16,RIPK3
P48023-2,127,72.81330709,ENST00000340030.4,ENSG00000117560.8,FASLG
Q9UM11-3,404,81.58858911,ENST00000313639.8,ENSG00000105325.15,FZR1
Q9UMY1-2,145,73.05103448,na,na,na
Q7Z2E3-6,113,95.14699115,na,na,na
Q9NP99-3,225,69.53648889,ENST00000591620.1,ENSG00000124731.13,TREM1
Q9NR81-2,558,71.98449821,ENST00000338458.8,ENSG00000163947.12,ARHGEF3
P20827-2,183,80.13644809,ENST00000368406.2,ENSG00000169242.12,EFNA1
P36402-2,269,61.70100372,ENST00000518915.5,ENSG00000081059.20,TCF7
Q53GL0-2,375,67.22914667,na,na,na
Q8WV48-2,155,63.83541935,ENST00000327351.6,ENSG00000159884.12,CCDC107
Q96P63-2,425,85.32338824,ENST00000382768.2,ENSG00000166634.7,SERPINB12
Q6TCH7-4,88,58.62011364,ENST00000515853.5,ENSG00000163291.14,PAQR3
Q7L4I2-2,386,57.28919689,na,na,na
O95922-2,59,68.97898305,ENST00000440761.1,ENSG00000100271.17,TTLL1
Q96NM4-4,506,53.98086957,ENST00000341197.9,ENSG00000124191.18,TOX2
Q15041-2,174,64.30982759,ENST00000546206.6,ENSG00000170540.15,ARL6IP1
Q9NWM3-2,358,62.43181564,na,na,na
Q8ND56-2,463,59.04060475,ENST00000544216.8,ENSG00000257103.9,LSM14A
Q14790-9,538,77.07745353,na,na,na
P04233-4,280,70.95035714,na,na,na
P24666-2,158,96.43962025,ENST00000272067.10,ENSG00000143727.16,ACP1
Q6KCM7-2,503,76.91377734,ENST00000373068.6,ENSG00000148339.13,SLC25A25
A6NGG3-2,108,54.88101852,na,na,na
O00238-2,532,82.74727444,ENST00000440890.7,ENSG00000138696.11,BMPR1B
Q9UJU6-3,439,72.64615034,ENST00000468694.5,ENSG00000136279.21,DBNL
P30044-2,162,97.53907407,na,na,na
A2RU30-3,394,57.38083756,na,na,na
O15151-4,164,70.3622561,ENST00000367183.7,ENSG00000198625.14,MDM4
Q2TAA2-2,135,94.91511111,ENST00000470914.5,ENSG00000134330.19,IAH1
O95758-5,555,70.43091892,ENST00000334318.10,ENSG00000119314.16,PTBP3
Q9UJU2-4,214,54.39163551,na,na,na
Q6IPT4-3,167,95.14844311,na,na,na
Q86YT5-2,522,80.75829502,ENST00000573648.5,ENSG00000141485.17,SLC13A5
Q9H857-3,532,81.56398496,ENST00000459839.5,ENSG00000168268.11,NT5DC2
P61326-2,109,89.24752294,ENST00000371466.4,ENSG00000162385.11,MAGOH
Q9NVA2-2,439,81.44924829,ENST00000510515.5,ENSG00000138758.12,SEPTIN11
A9UHW6-3,263,79.49269962,ENST00000579194.6,ENSG00000125457.15,MIF4GD
Q96BZ9-2,172,43.95906977,na,na,na
Q9NR56-4,314,68.43968153,ENST00000545754.5,ENSG00000152601.18,MBNL1
Q8N443-3,238,91.55701681,ENST00000414955.6,ENSG00000158423.17,RIBC1
Q9UKY7-2,213,59.70178404,ENST00000431519.6,ENSG00000091527.17,CDV3
P13646-2,355,74.62684507,na,na,na
O14874-2,335,79.18185075,ENST00000287507.7,ENSG00000103507.14,BCKDK
O15371-3,533,84.07412758,na,na,na
Q08722-2,292,90.44431507,na,na,na
P83111-2,373,72.47190349,ENST00000413507.3,ENSG00000103642.12,LACTB
Q9H7T9-2,371,50.15808625,ENST00000538789.5,ENSG00000127423.11,AUNIP
Q9HA72-3,196,68.62091837,na,na,na
Q96HA4-5,254,54.31515748,na,na,na
Q6NZ63-2,342,69.54918129,ENST00000404369.8,ENSG00000105889.16,STEAP1B
P41439-4,172,58.81209302,ENST00000612844.4,ENSG00000110203.10,FOLR3
O43541-2,235,78.32208511,na,na,na
O95278-8,193,96.43756477,ENST00000639423.1,ENSG00000112425.16,EPM2A
Q6ZVM7-4,240,64.99525,ENST00000478943.5,ENSG00000175662.18,TOM1L2
Q9NWU5-3,126,96.30793651,ENST00000265229.12,ENSG00000082515.18,MRPL22
O75177-5,399,46.96218045,na,na,na
Q9NW64-2,371,73.19827493,ENST00000447771.6,ENSG00000086589.12,RBM22
Q8IX29-2,280,67.57342857,ENST00000518734.5,ENSG00000214050.8,FBXO16
Q8NDH3-4,495,91.55555556,ENST00000525967.5,ENSG00000215440.12,NPEPL1
Q9Y2U9-2,249,87.96654618,ENST00000555443.5,ENSG00000165516.11,KLHDC2
Q99706-5,307,76.9929316,na,na,na
Q71RS6-2,440,72.20561364,ENST00000449382.2,ENSG00000188467.11,SLC24A5
A2IDD5-4,257,62.1011284,na,na,na
O75436-2,251,89.01023904,ENST00000395098.5,ENSG00000122958.15,VPS26A
P78545-2,348,65.09525862,na,na,na
Q6NTE8-3,288,54.43069444,ENST00000376931.6,ENSG00000161010.16,MRNIP
O43918-4,348,59.9391092,na,na,na
O14717-6,107,80.54925234,na,na,na
O43768-9,133,66.23481203,ENST00000503241.1,ENSG00000143420.19,ENSA
Q9Y2G2-3,392,60.15727041,ENST00000520753.5,ENSG00000105483.18,CARD8
Q9UHH9-3,70,88.55042857,ENST00000416707.1,ENSG00000068745.15,IP6K2
Q05519-2,483,55.1036853,ENST00000370951.5,ENSG00000116754.14,SRSF11
P46926-2,212,88.40146226,na,na,na
Q9NUQ6-3,588,61.54030612,ENST00000619961.4,ENSG00000196141.14,SPATS2L
P25686-2,277,68.44480144,ENST00000392086.8,ENSG00000135924.17,DNAJB2
Q8TAF7-2,436,71.5,na,na,na
